w	s1	s2	dist
22	PCa13848	PCa56413	0.17629718592761284
22	PCa56413	PCa13848	0.17629718592761284
22	PCa13848	PCa57054	0.15108058116113957
22	PCa57054	PCa13848	0.15108058116113957
22	PCa13848	PCa57294	0.18926642422949128
22	PCa57294	PCa13848	0.18926642422949128
22	PCa13848	PCa58215	0.16173036829640516
22	PCa58215	PCa13848	0.16173036829640516
22	PCa14121	PCa19121	0.17954040704288035
22	PCa19121	PCa14121	0.17954040704288035
22	PCa14121	PCa3023	0.17972376092139655
22	PCa3023	PCa14121	0.17972376092139655
22	PCa14121	PCa33173	0.1545376954544668
22	PCa33173	PCa14121	0.1545376954544668
22	PCa14121	PCa40507	0.15570628690483396
22	PCa40507	PCa14121	0.15570628690483396
22	PCa14121	PCa51852	0.1628545436287693
22	PCa51852	PCa14121	0.1628545436287693
22	PCa14121	PCa53687	0.17361659189157447
22	PCa53687	PCa14121	0.17361659189157447
22	PCa14121	PCa56413	0.16289885960576198
22	PCa56413	PCa14121	0.16289885960576198
22	PCa14121	PCa57054	0.15961491314332618
22	PCa57054	PCa14121	0.15961491314332618
22	PCa14121	PCa57294	0.15825853962104486
22	PCa57294	PCa14121	0.15825853962104486
22	PCa14121	PCa58215	0.16112935976242646
22	PCa58215	PCa14121	0.16112935976242646
22	PCa19121	PCa3023	0.16039971367444328
22	PCa3023	PCa19121	0.16039971367444328
22	PCa19121	PCa33173	0.15958310997713107
22	PCa33173	PCa19121	0.15958310997713107
22	PCa19121	PCa40507	0.1645924763352843
22	PCa40507	PCa19121	0.1645924763352843
22	PCa19121	PCa51852	0.15844623956362264
22	PCa51852	PCa19121	0.15844623956362264
22	PCa19121	PCa53687	0.18475455961974135
22	PCa53687	PCa19121	0.18475455961974135
22	PCa19121	PCa56413	0.18095542127595077
22	PCa56413	PCa19121	0.18095542127595077
22	PCa19121	PCa57054	0.1494006373284555
22	PCa57054	PCa19121	0.1494006373284555
22	PCa19121	PCa57294	0.1657594099574977
22	PCa57294	PCa19121	0.1657594099574977
22	PCa19121	PCa58215	0.166394918301442
22	PCa58215	PCa19121	0.166394918301442
22	PCa3023	PCa33173	0.1444640195756754
22	PCa33173	PCa3023	0.1444640195756754
22	PCa3023	PCa40507	0.16006155526770086
22	PCa40507	PCa3023	0.16006155526770086
22	PCa3023	PCa51852	0.1667385221832779
22	PCa51852	PCa3023	0.1667385221832779
22	PCa3023	PCa53687	0.20917390983049194
22	PCa53687	PCa3023	0.20917390983049194
22	PCa3023	PCa56413	0.15349831089909494
22	PCa56413	PCa3023	0.15349831089909494
22	PCa3023	PCa57054	0.1510845009603031
22	PCa57054	PCa3023	0.1510845009603031
22	PCa3023	PCa57294	0.19650386411582024
22	PCa57294	PCa3023	0.19650386411582024
22	PCa3023	PCa58215	0.17181868527970826
22	PCa58215	PCa3023	0.17181868527970826
22	PCa33173	PCa40507	0.13482384185019644
22	PCa40507	PCa33173	0.13482384185019644
22	PCa33173	PCa51852	0.14146391350936818
22	PCa51852	PCa33173	0.14146391350936818
22	PCa33173	PCa53687	0.1726056259063168
22	PCa53687	PCa33173	0.1726056259063168
22	PCa33173	PCa56413	0.15071280071928028
22	PCa56413	PCa33173	0.15071280071928028
22	PCa33173	PCa57054	0.13092742189821163
22	PCa57054	PCa33173	0.13092742189821163
22	PCa33173	PCa57294	0.16799629127933086
22	PCa57294	PCa33173	0.16799629127933086
22	PCa33173	PCa58215	0.1343188897579858
22	PCa58215	PCa33173	0.1343188897579858
22	PCa40507	PCa51852	0.13913474428780415
22	PCa51852	PCa40507	0.13913474428780415
22	PCa40507	PCa53687	0.17661909987787597
22	PCa53687	PCa40507	0.17661909987787597
22	PCa40507	PCa56413	0.14459386667785754
22	PCa56413	PCa40507	0.14459386667785754
22	PCa40507	PCa57054	0.14070550032404813
22	PCa57054	PCa40507	0.14070550032404813
22	PCa40507	PCa57294	0.1768373073992069
22	PCa57294	PCa40507	0.1768373073992069
22	PCa40507	PCa58215	0.149853319192103
22	PCa58215	PCa40507	0.149853319192103
22	PCa51852	PCa53687	0.17146988574448505
22	PCa53687	PCa51852	0.17146988574448505
22	PCa51852	PCa56413	0.17119982047431612
22	PCa56413	PCa51852	0.17119982047431612
22	PCa51852	PCa57054	0.13618477076979948
22	PCa57054	PCa51852	0.13618477076979948
22	PCa51852	PCa57294	0.16413306202009934
22	PCa57294	PCa51852	0.16413306202009934
22	PCa51852	PCa58215	0.15111750549282607
22	PCa58215	PCa51852	0.15111750549282607
22	PCa53687	PCa56413	0.205080809890749
22	PCa56413	PCa53687	0.205080809890749
22	PCa53687	PCa57054	0.1755091462805337
22	PCa57054	PCa53687	0.1755091462805337
22	PCa53687	PCa57294	0.15914922035156254
22	PCa57294	PCa53687	0.15914922035156254
22	PCa53687	PCa58215	0.16775966125334038
22	PCa58215	PCa53687	0.16775966125334038
22	PCa56413	PCa57054	0.16159070532635605
22	PCa57054	PCa56413	0.16159070532635605
22	PCa56413	PCa57294	0.1977636930225581
22	PCa57294	PCa56413	0.1977636930225581
22	PCa56413	PCa58215	0.1691636782806391
22	PCa58215	PCa56413	0.1691636782806391
22	PCa57054	PCa57294	0.16736538774785528
22	PCa57294	PCa57054	0.16736538774785528
22	PCa57054	PCa58215	0.1413703323114896
22	PCa58215	PCa57054	0.1413703323114896
22	PCa57294	PCa58215	0.1605091150260207
22	PCa58215	PCa57294	0.1605091150260207
23	PCa13266	PCa13848	0.1803949510534212
23	PCa13848	PCa13266	0.1803949510534212
23	PCa13266	PCa14121	0.16648814220669722
23	PCa14121	PCa13266	0.16648814220669722
23	PCa13266	PCa19121	0.17484887227144447
23	PCa19121	PCa13266	0.17484887227144447
23	PCa13266	PCa3023	0.18096581416402951
23	PCa3023	PCa13266	0.18096581416402951
23	PCa13266	PCa33173	0.11597923605846805
23	PCa33173	PCa13266	0.11597923605846805
23	PCa13266	PCa40507	0.155131567395111
23	PCa40507	PCa13266	0.155131567395111
23	PCa13266	PCa51852	0.15703963902348267
23	PCa51852	PCa13266	0.15703963902348267
23	PCa13266	PCa53687	0.1807802950329971
23	PCa53687	PCa13266	0.1807802950329971
23	PCa13266	PCa56413	0.17576976231681005
23	PCa56413	PCa13266	0.17576976231681005
23	PCa13266	PCa57054	0.15731982541642292
23	PCa57054	PCa13266	0.15731982541642292
23	PCa13266	PCa57294	0.17481634922038955
23	PCa57294	PCa13266	0.17481634922038955
23	PCa13266	PCa58215	0.15533779071203865
23	PCa58215	PCa13266	0.15533779071203865
23	PCa13848	PCa14121	0.18855289333887004
23	PCa14121	PCa13848	0.18855289333887004
23	PCa13848	PCa19121	0.16128200673127252
23	PCa19121	PCa13848	0.16128200673127252
23	PCa13848	PCa3023	0.15352056766514713
23	PCa3023	PCa13848	0.15352056766514713
23	PCa13848	PCa33173	0.15864126752167942
23	PCa33173	PCa13848	0.15864126752167942
23	PCa13848	PCa40507	0.17134849713623385
23	PCa40507	PCa13848	0.17134849713623385
23	PCa13848	PCa51852	0.16553310251451264
23	PCa51852	PCa13848	0.16553310251451264
23	PCa13848	PCa53687	0.20962331937726428
23	PCa53687	PCa13848	0.20962331937726428
23	PCa13848	PCa56413	0.17710037241554005
23	PCa56413	PCa13848	0.17710037241554005
23	PCa13848	PCa57054	0.14902911835419014
23	PCa57054	PCa13848	0.14902911835419014
23	PCa13848	PCa57294	0.1911512906269043
23	PCa57294	PCa13848	0.1911512906269043
23	PCa13848	PCa58215	0.15937691979445498
23	PCa58215	PCa13848	0.15937691979445498
23	PCa14121	PCa19121	0.17331662812392415
23	PCa19121	PCa14121	0.17331662812392415
23	PCa14121	PCa3023	0.17791123603119643
23	PCa3023	PCa14121	0.17791123603119643
23	PCa14121	PCa33173	0.15318010515544503
23	PCa33173	PCa14121	0.15318010515544503
23	PCa14121	PCa40507	0.15514787940633654
23	PCa40507	PCa14121	0.15514787940633654
23	PCa14121	PCa51852	0.15838611629287463
23	PCa51852	PCa14121	0.15838611629287463
23	PCa14121	PCa53687	0.18056646422888464
23	PCa53687	PCa14121	0.18056646422888464
23	PCa14121	PCa56413	0.1597183808055627
23	PCa56413	PCa14121	0.1597183808055627
23	PCa14121	PCa57054	0.15947407995799756
23	PCa57054	PCa14121	0.15947407995799756
23	PCa14121	PCa57294	0.16444028218343726
23	PCa57294	PCa14121	0.16444028218343726
23	PCa14121	PCa58215	0.15919601540835795
23	PCa58215	PCa14121	0.15919601540835795
23	PCa19121	PCa3023	0.16178419883982972
23	PCa3023	PCa19121	0.16178419883982972
23	PCa19121	PCa33173	0.15900777546099884
23	PCa33173	PCa19121	0.15900777546099884
23	PCa19121	PCa40507	0.16249138826375334
23	PCa40507	PCa19121	0.16249138826375334
23	PCa19121	PCa51852	0.15420371342164815
23	PCa51852	PCa19121	0.15420371342164815
23	PCa19121	PCa53687	0.19101510123233048
23	PCa53687	PCa19121	0.19101510123233048
23	PCa19121	PCa56413	0.1811385972353929
23	PCa56413	PCa19121	0.1811385972353929
23	PCa19121	PCa57054	0.155791503197595
23	PCa57054	PCa19121	0.155791503197595
23	PCa19121	PCa57294	0.1686748242552037
23	PCa57294	PCa19121	0.1686748242552037
23	PCa19121	PCa58215	0.16772457449689654
23	PCa58215	PCa19121	0.16772457449689654
23	PCa3023	PCa33173	0.1441654217574525
23	PCa33173	PCa3023	0.1441654217574525
23	PCa3023	PCa40507	0.1632704384041289
23	PCa40507	PCa3023	0.1632704384041289
23	PCa3023	PCa51852	0.1722122978481587
23	PCa51852	PCa3023	0.1722122978481587
23	PCa3023	PCa53687	0.21319661565619893
23	PCa53687	PCa3023	0.21319661565619893
23	PCa3023	PCa56413	0.15358169274996114
23	PCa56413	PCa3023	0.15358169274996114
23	PCa3023	PCa57054	0.15145974594099976
23	PCa57054	PCa3023	0.15145974594099976
23	PCa3023	PCa57294	0.19696282644254817
23	PCa57294	PCa3023	0.19696282644254817
23	PCa3023	PCa58215	0.17262967806713378
23	PCa58215	PCa3023	0.17262967806713378
23	PCa33173	PCa40507	0.1372324054261001
23	PCa40507	PCa33173	0.1372324054261001
23	PCa33173	PCa51852	0.1476667538180611
23	PCa51852	PCa33173	0.1476667538180611
23	PCa33173	PCa53687	0.18098859633793865
23	PCa53687	PCa33173	0.18098859633793865
23	PCa33173	PCa56413	0.1524467701727361
23	PCa56413	PCa33173	0.1524467701727361
23	PCa33173	PCa57054	0.13527384183031013
23	PCa57054	PCa33173	0.13527384183031013
23	PCa33173	PCa57294	0.16754573757259178
23	PCa57294	PCa33173	0.16754573757259178
23	PCa33173	PCa58215	0.14065380688281984
23	PCa58215	PCa33173	0.14065380688281984
23	PCa40507	PCa51852	0.13898112929465306
23	PCa51852	PCa40507	0.13898112929465306
23	PCa40507	PCa53687	0.18318939169759582
23	PCa53687	PCa40507	0.18318939169759582
23	PCa40507	PCa56413	0.1512059867071747
23	PCa56413	PCa40507	0.1512059867071747
23	PCa40507	PCa57054	0.13854823588685447
23	PCa57054	PCa40507	0.13854823588685447
23	PCa40507	PCa57294	0.17976709132427532
23	PCa57294	PCa40507	0.17976709132427532
23	PCa40507	PCa58215	0.14778706155760035
23	PCa58215	PCa40507	0.14778706155760035
23	PCa51852	PCa53687	0.1791047108866655
23	PCa53687	PCa51852	0.1791047108866655
23	PCa51852	PCa56413	0.170928403458866
23	PCa56413	PCa51852	0.170928403458866
23	PCa51852	PCa57054	0.13796840795831034
23	PCa57054	PCa51852	0.13796840795831034
23	PCa51852	PCa57294	0.16546662976000143
23	PCa57294	PCa51852	0.16546662976000143
23	PCa51852	PCa58215	0.15715215750698194
23	PCa58215	PCa51852	0.15715215750698194
23	PCa53687	PCa56413	0.21158973847553306
23	PCa56413	PCa53687	0.21158973847553306
23	PCa53687	PCa57054	0.18020948614799007
23	PCa57054	PCa53687	0.18020948614799007
23	PCa53687	PCa57294	0.1628188129958129
23	PCa57294	PCa53687	0.1628188129958129
23	PCa53687	PCa58215	0.1725538821284615
23	PCa58215	PCa53687	0.1725538821284615
23	PCa56413	PCa57054	0.1640364679576848
23	PCa57054	PCa56413	0.1640364679576848
23	PCa56413	PCa57294	0.20163001136856915
23	PCa57294	PCa56413	0.20163001136856915
23	PCa56413	PCa58215	0.16888592324628857
23	PCa58215	PCa56413	0.16888592324628857
23	PCa57054	PCa57294	0.16949067562874195
23	PCa57294	PCa57054	0.16949067562874195
23	PCa57054	PCa58215	0.14090335583844796
23	PCa58215	PCa57054	0.14090335583844796
23	PCa57294	PCa58215	0.16341695140987128
23	PCa58215	PCa57294	0.16341695140987128
24	PCa13266	PCa13848	0.17922540032602155
24	PCa13848	PCa13266	0.17922540032602155
24	PCa13266	PCa14121	0.16871684653547334
24	PCa14121	PCa13266	0.16871684653547334
24	PCa13266	PCa19121	0.1793944618182724
24	PCa19121	PCa13266	0.1793944618182724
24	PCa13266	PCa3023	0.1813398807604607
24	PCa3023	PCa13266	0.1813398807604607
24	PCa13266	PCa33173	0.11319012588847911
24	PCa33173	PCa13266	0.11319012588847911
24	PCa13266	PCa40507	0.15719913036266495
24	PCa40507	PCa13266	0.15719913036266495
24	PCa13266	PCa51852	0.15233130334875178
24	PCa51852	PCa13266	0.15233130334875178
24	PCa13266	PCa53687	0.18428664796050578
24	PCa53687	PCa13266	0.18428664796050578
24	PCa13266	PCa56413	0.17598962039005153
24	PCa56413	PCa13266	0.17598962039005153
24	PCa13266	PCa57054	0.1537983997660123
24	PCa57054	PCa13266	0.1537983997660123
24	PCa13266	PCa57294	0.177132016428694
24	PCa57294	PCa13266	0.177132016428694
24	PCa13266	PCa58215	0.15353162373037005
24	PCa58215	PCa13266	0.15353162373037005
24	PCa13848	PCa14121	0.19183364517229867
24	PCa14121	PCa13848	0.19183364517229867
24	PCa13848	PCa19121	0.1603960369232873
24	PCa19121	PCa13848	0.1603960369232873
24	PCa13848	PCa3023	0.15198222879093096
24	PCa3023	PCa13848	0.15198222879093096
24	PCa13848	PCa33173	0.1585224922902323
24	PCa33173	PCa13848	0.1585224922902323
24	PCa13848	PCa40507	0.17643873525667436
24	PCa40507	PCa13848	0.17643873525667436
24	PCa13848	PCa51852	0.16339474237049859
24	PCa51852	PCa13848	0.16339474237049859
24	PCa13848	PCa53687	0.20661884011706488
24	PCa53687	PCa13848	0.20661884011706488
24	PCa13848	PCa56413	0.17368155422407272
24	PCa56413	PCa13848	0.17368155422407272
24	PCa13848	PCa57054	0.14982435101737357
24	PCa57054	PCa13848	0.14982435101737357
24	PCa13848	PCa57294	0.19720167931053423
24	PCa57294	PCa13848	0.19720167931053423
24	PCa13848	PCa58215	0.16111287775527747
24	PCa58215	PCa13848	0.16111287775527747
24	PCa14121	PCa19121	0.17823422684987383
24	PCa19121	PCa14121	0.17823422684987383
24	PCa14121	PCa3023	0.17829566912151978
24	PCa3023	PCa14121	0.17829566912151978
24	PCa14121	PCa33173	0.15519687497043325
24	PCa33173	PCa14121	0.15519687497043325
24	PCa14121	PCa40507	0.1583987841837677
24	PCa40507	PCa14121	0.1583987841837677
24	PCa14121	PCa51852	0.16217973894028542
24	PCa51852	PCa14121	0.16217973894028542
24	PCa14121	PCa53687	0.18156335340228327
24	PCa53687	PCa14121	0.18156335340228327
24	PCa14121	PCa56413	0.15861239439180988
24	PCa56413	PCa14121	0.15861239439180988
24	PCa14121	PCa57054	0.1613634930773441
24	PCa57054	PCa14121	0.1613634930773441
24	PCa14121	PCa57294	0.16688921053323838
24	PCa57294	PCa14121	0.16688921053323838
24	PCa14121	PCa58215	0.16005151903483886
24	PCa58215	PCa14121	0.16005151903483886
24	PCa19121	PCa3023	0.16176777283874322
24	PCa3023	PCa19121	0.16176777283874322
24	PCa19121	PCa33173	0.15915789980064604
24	PCa33173	PCa19121	0.15915789980064604
24	PCa19121	PCa40507	0.1696833558469618
24	PCa40507	PCa19121	0.1696833558469618
24	PCa19121	PCa51852	0.15769818746168465
24	PCa51852	PCa19121	0.15769818746168465
24	PCa19121	PCa53687	0.18365753426496811
24	PCa53687	PCa19121	0.18365753426496811
24	PCa19121	PCa56413	0.17718481984883186
24	PCa56413	PCa19121	0.17718481984883186
24	PCa19121	PCa57054	0.15278675413334775
24	PCa57054	PCa19121	0.15278675413334775
24	PCa19121	PCa57294	0.17549043012302346
24	PCa57294	PCa19121	0.17549043012302346
24	PCa19121	PCa58215	0.1679329344089008
24	PCa58215	PCa19121	0.1679329344089008
24	PCa3023	PCa33173	0.14740771911772577
24	PCa33173	PCa3023	0.14740771911772577
24	PCa3023	PCa40507	0.17218171563610157
24	PCa40507	PCa3023	0.17218171563610157
24	PCa3023	PCa51852	0.1717201066560973
24	PCa51852	PCa3023	0.1717201066560973
24	PCa3023	PCa53687	0.21163884070410954
24	PCa53687	PCa3023	0.21163884070410954
24	PCa3023	PCa56413	0.15065051990091405
24	PCa56413	PCa3023	0.15065051990091405
24	PCa3023	PCa57054	0.15295784160186252
24	PCa57054	PCa3023	0.15295784160186252
24	PCa3023	PCa57294	0.19895745498864173
24	PCa57294	PCa3023	0.19895745498864173
24	PCa3023	PCa58215	0.1729589597215718
24	PCa58215	PCa3023	0.1729589597215718
24	PCa33173	PCa40507	0.1466845172662221
24	PCa40507	PCa33173	0.1466845172662221
24	PCa33173	PCa51852	0.14605277813766776
24	PCa51852	PCa33173	0.14605277813766776
24	PCa33173	PCa53687	0.18063455369374679
24	PCa53687	PCa33173	0.18063455369374679
24	PCa33173	PCa56413	0.15319391960288375
24	PCa56413	PCa33173	0.15319391960288375
24	PCa33173	PCa57054	0.1290008319258308
24	PCa57054	PCa33173	0.1290008319258308
24	PCa33173	PCa57294	0.16983299288552314
24	PCa57294	PCa33173	0.16983299288552314
24	PCa33173	PCa58215	0.1375840578680457
24	PCa58215	PCa33173	0.1375840578680457
24	PCa40507	PCa51852	0.14587821011260432
24	PCa51852	PCa40507	0.14587821011260432
24	PCa40507	PCa53687	0.18675930764773155
24	PCa53687	PCa40507	0.18675930764773155
24	PCa40507	PCa56413	0.1598347546370721
24	PCa56413	PCa40507	0.1598347546370721
24	PCa40507	PCa57054	0.14408294537646077
24	PCa57054	PCa40507	0.14408294537646077
24	PCa40507	PCa57294	0.1865970965343034
24	PCa57294	PCa40507	0.1865970965343034
24	PCa40507	PCa58215	0.15651294427508627
24	PCa58215	PCa40507	0.15651294427508627
24	PCa51852	PCa53687	0.1758339927228615
24	PCa53687	PCa51852	0.1758339927228615
24	PCa51852	PCa56413	0.17073394996483515
24	PCa56413	PCa51852	0.17073394996483515
24	PCa51852	PCa57054	0.14132019291426398
24	PCa57054	PCa51852	0.14132019291426398
24	PCa51852	PCa57294	0.16815462721604846
24	PCa57294	PCa51852	0.16815462721604846
24	PCa51852	PCa58215	0.1559608907807324
24	PCa58215	PCa51852	0.1559608907807324
24	PCa53687	PCa56413	0.20914059436959812
24	PCa56413	PCa53687	0.20914059436959812
24	PCa53687	PCa57054	0.1806190371408526
24	PCa57054	PCa53687	0.1806190371408526
24	PCa53687	PCa57294	0.1606759093325513
24	PCa57294	PCa53687	0.1606759093325513
24	PCa53687	PCa58215	0.1725575727123385
24	PCa58215	PCa53687	0.1725575727123385
24	PCa56413	PCa57054	0.167114220412877
24	PCa57054	PCa56413	0.167114220412877
24	PCa56413	PCa57294	0.20531282564170603
24	PCa57294	PCa56413	0.20531282564170603
24	PCa56413	PCa58215	0.170963317324296
24	PCa58215	PCa56413	0.170963317324296
24	PCa57054	PCa57294	0.1696264595303856
24	PCa57294	PCa57054	0.1696264595303856
24	PCa57054	PCa58215	0.1399057352871362
24	PCa58215	PCa57054	0.1399057352871362
24	PCa57294	PCa58215	0.16495374577614974
24	PCa58215	PCa57294	0.16495374577614974
25	PCa13266	PCa13848	0.1752296265315842
25	PCa13848	PCa13266	0.1752296265315842
25	PCa13266	PCa14121	0.17013531042401997
25	PCa14121	PCa13266	0.17013531042401997
25	PCa13266	PCa19121	0.173440283175027
25	PCa19121	PCa13266	0.173440283175027
25	PCa13266	PCa3023	0.18208881332077997
25	PCa3023	PCa13266	0.18208881332077997
25	PCa13266	PCa33173	0.11703850313758596
25	PCa33173	PCa13266	0.11703850313758596
25	PCa13266	PCa40507	0.15404360768737557
25	PCa40507	PCa13266	0.15404360768737557
25	PCa13266	PCa51852	0.15721947877405362
25	PCa51852	PCa13266	0.15721947877405362
25	PCa13266	PCa53687	0.17772425957095786
25	PCa53687	PCa13266	0.17772425957095786
25	PCa13266	PCa56413	0.1769514739316361
25	PCa56413	PCa13266	0.1769514739316361
25	PCa13266	PCa57054	0.15557350502822231
25	PCa57054	PCa13266	0.15557350502822231
25	PCa13266	PCa57294	0.17661627198238236
25	PCa57294	PCa13266	0.17661627198238236
25	PCa13266	PCa58215	0.15726231472943492
25	PCa58215	PCa13266	0.15726231472943492
25	PCa13848	PCa14121	0.19071602549328562
25	PCa14121	PCa13848	0.19071602549328562
25	PCa13848	PCa19121	0.15963653486360108
25	PCa19121	PCa13848	0.15963653486360108
25	PCa13848	PCa3023	0.14766351948496514
25	PCa3023	PCa13848	0.14766351948496514
25	PCa13848	PCa33173	0.1531090116463653
25	PCa33173	PCa13848	0.1531090116463653
25	PCa13848	PCa40507	0.1697173006970223
25	PCa40507	PCa13848	0.1697173006970223
25	PCa13848	PCa51852	0.16772965572802476
25	PCa51852	PCa13848	0.16772965572802476
25	PCa13848	PCa53687	0.21132841609330152
25	PCa53687	PCa13848	0.21132841609330152
25	PCa13848	PCa56413	0.17888692929789296
25	PCa56413	PCa13848	0.17888692929789296
25	PCa13848	PCa57054	0.15091609959298155
25	PCa57054	PCa13848	0.15091609959298155
25	PCa13848	PCa57294	0.19737341928424795
25	PCa57294	PCa13848	0.19737341928424795
25	PCa13848	PCa58215	0.1658406695349086
25	PCa58215	PCa13848	0.1658406695349086
25	PCa14121	PCa19121	0.17490836642375934
25	PCa19121	PCa14121	0.17490836642375934
25	PCa14121	PCa3023	0.176720377709391
25	PCa3023	PCa14121	0.176720377709391
25	PCa14121	PCa33173	0.1489667008376998
25	PCa33173	PCa14121	0.1489667008376998
25	PCa14121	PCa40507	0.15307073375609603
25	PCa40507	PCa14121	0.15307073375609603
25	PCa14121	PCa51852	0.1639013135829783
25	PCa51852	PCa14121	0.1639013135829783
25	PCa14121	PCa53687	0.17987812183225954
25	PCa53687	PCa14121	0.17987812183225954
25	PCa14121	PCa56413	0.16162055001850223
25	PCa56413	PCa14121	0.16162055001850223
25	PCa14121	PCa57054	0.1589976063857218
25	PCa57054	PCa14121	0.1589976063857218
25	PCa14121	PCa57294	0.1672338616303044
25	PCa57294	PCa14121	0.1672338616303044
25	PCa14121	PCa58215	0.15281272036087368
25	PCa58215	PCa14121	0.15281272036087368
25	PCa19121	PCa3023	0.16148407791259003
25	PCa3023	PCa19121	0.16148407791259003
25	PCa19121	PCa33173	0.15651888824673815
25	PCa33173	PCa19121	0.15651888824673815
25	PCa19121	PCa40507	0.16757884873662376
25	PCa40507	PCa19121	0.16757884873662376
25	PCa19121	PCa51852	0.1571716082617278
25	PCa51852	PCa19121	0.1571716082617278
25	PCa19121	PCa53687	0.18598163939087026
25	PCa53687	PCa19121	0.18598163939087026
25	PCa19121	PCa56413	0.18266367359826158
25	PCa56413	PCa19121	0.18266367359826158
25	PCa19121	PCa57054	0.15307942049500153
25	PCa57054	PCa19121	0.15307942049500153
25	PCa19121	PCa57294	0.17156882101047563
25	PCa57294	PCa19121	0.17156882101047563
25	PCa19121	PCa58215	0.1700618559150376
25	PCa58215	PCa19121	0.1700618559150376
25	PCa3023	PCa33173	0.1462004602227828
25	PCa33173	PCa3023	0.1462004602227828
25	PCa3023	PCa40507	0.1679816540733181
25	PCa40507	PCa3023	0.1679816540733181
25	PCa3023	PCa51852	0.1747760450487986
25	PCa51852	PCa3023	0.1747760450487986
25	PCa3023	PCa53687	0.21386840709515245
25	PCa53687	PCa3023	0.21386840709515245
25	PCa3023	PCa56413	0.15585898658052114
25	PCa56413	PCa3023	0.15585898658052114
25	PCa3023	PCa57054	0.15180370807338825
25	PCa57054	PCa3023	0.15180370807338825
25	PCa3023	PCa57294	0.20203666392728142
25	PCa57294	PCa3023	0.20203666392728142
25	PCa3023	PCa58215	0.16967478700072774
25	PCa58215	PCa3023	0.16967478700072774
25	PCa33173	PCa40507	0.13947370396278425
25	PCa40507	PCa33173	0.13947370396278425
25	PCa33173	PCa51852	0.1459038253186662
25	PCa51852	PCa33173	0.1459038253186662
25	PCa33173	PCa53687	0.17994315814953388
25	PCa53687	PCa33173	0.17994315814953388
25	PCa33173	PCa56413	0.15199217718193256
25	PCa56413	PCa33173	0.15199217718193256
25	PCa33173	PCa57054	0.12719761292316845
25	PCa57054	PCa33173	0.12719761292316845
25	PCa33173	PCa57294	0.170201731322822
25	PCa57294	PCa33173	0.170201731322822
25	PCa33173	PCa58215	0.13850499035700056
25	PCa58215	PCa33173	0.13850499035700056
25	PCa40507	PCa51852	0.14074171903929902
25	PCa51852	PCa40507	0.14074171903929902
25	PCa40507	PCa53687	0.18541983916039492
25	PCa53687	PCa40507	0.18541983916039492
25	PCa40507	PCa56413	0.1580445283029927
25	PCa56413	PCa40507	0.1580445283029927
25	PCa40507	PCa57054	0.14444557648621284
25	PCa57054	PCa40507	0.14444557648621284
25	PCa40507	PCa57294	0.18027926612058018
25	PCa57294	PCa40507	0.18027926612058018
25	PCa40507	PCa58215	0.1552124168651585
25	PCa58215	PCa40507	0.1552124168651585
25	PCa51852	PCa53687	0.17821596438847687
25	PCa53687	PCa51852	0.17821596438847687
25	PCa51852	PCa56413	0.17883102002258747
25	PCa56413	PCa51852	0.17883102002258747
25	PCa51852	PCa57054	0.14292830533176953
25	PCa57054	PCa51852	0.14292830533176953
25	PCa51852	PCa57294	0.16779886136714245
25	PCa57294	PCa51852	0.16779886136714245
25	PCa51852	PCa58215	0.16010418380855512
25	PCa58215	PCa51852	0.16010418380855512
25	PCa53687	PCa56413	0.2116513420877524
25	PCa56413	PCa53687	0.2116513420877524
25	PCa53687	PCa57054	0.18254647557994622
25	PCa57054	PCa53687	0.18254647557994622
25	PCa53687	PCa57294	0.16445539656280592
25	PCa57294	PCa53687	0.16445539656280592
25	PCa53687	PCa58215	0.17679628194116387
25	PCa58215	PCa53687	0.17679628194116387
25	PCa56413	PCa57054	0.16818152212241502
25	PCa57054	PCa56413	0.16818152212241502
25	PCa56413	PCa57294	0.20336328271472862
25	PCa57294	PCa56413	0.20336328271472862
25	PCa56413	PCa58215	0.1726087996884878
25	PCa58215	PCa56413	0.1726087996884878
25	PCa57054	PCa57294	0.17108308919579412
25	PCa57294	PCa57054	0.17108308919579412
25	PCa57054	PCa58215	0.14446782853900092
25	PCa58215	PCa57054	0.14446782853900092
25	PCa57294	PCa58215	0.1659637735691957
25	PCa58215	PCa57294	0.1659637735691957
26	PCa13266	PCa13848	0.1769341039905704
26	PCa13848	PCa13266	0.1769341039905704
26	PCa13266	PCa14121	0.1679349183672985
26	PCa14121	PCa13266	0.1679349183672985
26	PCa13266	PCa19121	0.17210846076270855
26	PCa19121	PCa13266	0.17210846076270855
26	PCa13266	PCa3023	0.1801216270733734
26	PCa3023	PCa13266	0.1801216270733734
26	PCa13266	PCa33173	0.11533789923967755
26	PCa33173	PCa13266	0.11533789923967755
26	PCa13266	PCa40507	0.15542685500315148
26	PCa40507	PCa13266	0.15542685500315148
26	PCa13266	PCa51852	0.15746288561577587
26	PCa51852	PCa13266	0.15746288561577587
26	PCa13266	PCa53687	0.18395987420632287
26	PCa53687	PCa13266	0.18395987420632287
26	PCa13266	PCa56413	0.1801937135347591
26	PCa56413	PCa13266	0.1801937135347591
26	PCa13266	PCa57054	0.15575727410368895
26	PCa57054	PCa13266	0.15575727410368895
26	PCa13266	PCa57294	0.17595267918154286
26	PCa57294	PCa13266	0.17595267918154286
26	PCa13266	PCa58215	0.15813572653399444
