SampleID	Distance_Bin	N_Bin	N_Total	Freq	Bin_Lower	Bin_Mid	Bin_Upper
4DNFIIV4M7TF	(1.22e+05,1.28e+05]	2378	220517	0.0107837490987089	122000	125000	128000
4DNFIIV4M7TF	(1.28e+05,1.32e+05]	2288	220517	0.0103756172993465	128000	130000	132000
4DNFIIV4M7TF	(1.32e+05,1.38e+05]	2445	220517	0.0110875805493454	132000	135000	138000
4DNFIIV4M7TF	(1.38e+05,1.42e+05]	2397	220517	0.0108699102563521	138000	140000	142000
4DNFIIV4M7TF	(1.42e+05,1.48e+05]	2460	220517	0.0111556025159058	142000	145000	148000
4DNFIIV4M7TF	(1.48e+05,1.52e+05]	2618	220517	0.0118721005636754	148000	150000	152000
4DNFIIV4M7TF	(1.52e+05,1.58e+05]	2495	220517	0.0113143204378801	152000	155000	158000
4DNFIIV4M7TF	(1.58e+05,1.62e+05]	2501	220517	0.0113415292245042	158000	160000	162000
4DNFIIV4M7TF	(1.62e+05,1.68e+05]	2499	220517	0.0113324596289628	162000	165000	168000
4DNFIIV4M7TF	(1.68e+05,1.72e+05]	2511	220517	0.0113868772022112	168000	170000	172000
4DNFIIV4M7TF	(1.72e+05,1.78e+05]	2524	220517	0.0114458295732302	172000	175000	178000
4DNFIIV4M7TF	(1.78e+05,1.82e+05]	2452	220517	0.0111193241337403	178000	180000	182000
4DNFIIV4M7TF	(1.82e+05,1.88e+05]	2497	220517	0.0113233900334215	182000	185000	188000
4DNFIIV4M7TF	(1.88e+05,1.92e+05]	2636	220517	0.0119537269235478	188000	190000	192000
4DNFIIV4M7TF	(1.92e+05,1.98e+05]	2451	220517	0.0111147893359696	192000	195000	198000
4DNFINSKEZND		2261	207659	0.0108880424156911			
4DNFINSKEZND	(-1.98e+05,-1.92e+05]	2428	207659	0.0116922454601053	-198000	-195000	-192000
4DNFINSKEZND	(-1.92e+05,-1.88e+05]	2289	207659	0.0110228788542755	-192000	-190000	-188000
4DNFINSKEZND	(-1.88e+05,-1.82e+05]	2307	207659	0.0111095594219369	-188000	-185000	-182000
4DNFINSKEZND	(-1.82e+05,-1.78e+05]	2337	207659	0.0112540270347059	-182000	-180000	-178000
