Sample1	Sample2	Window	N_Int	Total	Frac
PCa57294	PCa3023	30	1254	1557	0.805394990366089
PCa57294	PCa33173	3	4883	6912	0.706452546296296
PCa57294	PCa33173	4	5001	6383	0.783487388375372
PCa57294	PCa33173	5	4717	5707	0.82652882425092
PCa57294	PCa33173	6	4312	5127	0.841037643846304
PCa57294	PCa33173	7	3975	4655	0.853920515574651
PCa57294	PCa33173	8	3654	4241	0.861589247818911
PCa57294	PCa33173	9	3355	3906	0.858934971838198
PCa57294	PCa33173	10	3099	3633	0.853014037985136
PCa57294	PCa33173	11	2859	3371	0.848116285968555
PCa57294	PCa33173	12	2690	3153	0.853155724706629
PCa57294	PCa33173	13	2504	2964	0.844804318488529
PCa57294	PCa33173	14	2357	2772	0.8502886002886
PCa57294	PCa33173	15	2243	2640	0.849621212121212
PCa57294	PCa33173	16	2109	2495	0.845290581162325
PCa57294	PCa33173	17	2022	2382	0.848866498740554
PCa57294	PCa33173	18	1923	2274	0.845646437994723
PCa57294	PCa33173	19	1848	2191	0.843450479233227
PCa57294	PCa33173	20	1774	2096	0.846374045801527
PCa57294	PCa33173	21	1677	2017	0.831432821021319
PCa57294	PCa33173	22	1628	1959	0.831036242981113
PCa57294	PCa33173	23	1575	1891	0.832892649391856
PCa57294	PCa33173	24	1510	1823	0.828304991771805
PCa57294	PCa33173	25	1460	1770	0.824858757062147
PCa57294	PCa33173	26	1404	1723	0.81485780615206
PCa57294	PCa33173	27	1373	1682	0.816290130796671
PCa57294	PCa33173	28	1340	1635	0.819571865443425
PCa57294	PCa33173	29	1305	1591	0.820238843494657
PCa57294	PCa33173	30	1273	1557	0.817597944765575
PCa57294	PCa40507	3	4448	6912	0.643518518518519
PCa57294	PCa40507	4	4668	6383	0.731317562274792
PCa57294	PCa40507	5	4473	5707	0.783774312248116
PCa57294	PCa40507	6	4156	5127	0.810610493465964
PCa57294	PCa40507	7	3859	4655	0.829001074113856
PCa57294	PCa40507	8	3549	4241	0.836830936099976
PCa57294	PCa40507	9	3289	3906	0.842037890424987
PCa57294	PCa40507	10	3089	3633	0.850261491879989
PCa57294	PCa40507	11	2871	3371	0.851676060516167
PCa57294	PCa40507	12	2664	3153	0.844909609895338
PCa57294	PCa40507	13	2480	2964	0.836707152496626
PCa57294	PCa40507	14	2341	2772	0.844516594516595
PCa57294	PCa40507	15	2234	2640	0.846212121212121
PCa57294	PCa40507	16	2145	2495	0.859719438877755
PCa57294	PCa40507	17	2065	2382	0.866918555835433
PCa57294	PCa40507	18	1965	2274	0.864116094986807
PCa57294	PCa40507	19	1856	2191	0.847101780009128
PCa57294	PCa40507	20	1788	2096	0.853053435114504
PCa57294	PCa40507	21	1700	2017	0.842835894893406
PCa57294	PCa40507	22	1645	1959	0.839714139867279
PCa57294	PCa40507	23	1587	1891	0.839238498149127
PCa57294	PCa40507	24	1516	1823	0.831596269884805
PCa57294	PCa40507	25	1487	1770	0.840112994350283
PCa57294	PCa40507	26	1434	1723	0.832269297736506
PCa57294	PCa40507	27	1394	1682	0.828775267538645
PCa57294	PCa40507	28	1372	1635	0.83914373088685
PCa57294	PCa40507	29	1333	1591	0.837837837837838
PCa57294	PCa40507	30	1292	1557	0.829800899165061
PCa57294	PCa51852	3	4516	6912	0.653356481481482
PCa57294	PCa51852	4	4797	6383	0.75152749490835
PCa57294	PCa51852	5	4581	5707	0.802698440511652
PCa57294	PCa51852	6	4311	5127	0.840842598010532
PCa57294	PCa51852	7	3964	4655	0.8515574650913
PCa57294	PCa51852	8	3673	4241	0.866069323272813
PCa57294	PCa51852	9	3372	3906	0.863287250384025
PCa57294	PCa51852	10	3139	3633	0.864024222405725
PCa57294	PCa51852	11	2907	3371	0.862355384159003
PCa57294	PCa51852	12	2725	3153	0.864256263875674
PCa57294	PCa51852	13	2544	2964	0.8582995951417
PCa57294	PCa51852	14	2378	2772	0.857864357864358
PCa57294	PCa51852	15	2297	2640	0.870075757575758
PCa57294	PCa51852	16	2175	2495	0.871743486973948
PCa57294	PCa51852	17	2093	2382	0.878673383711167
PCa57294	PCa51852	18	1969	2274	0.865875109938435
PCa57294	PCa51852	19	1873	2191	0.854860794157919
PCa57294	PCa51852	20	1789	2096	0.853530534351145
PCa57294	PCa51852	21	1710	2017	0.847793753098661
PCa57294	PCa51852	22	1675	1959	0.855028075548749
PCa57294	PCa51852	23	1620	1891	0.856689582231624
PCa57294	PCa51852	24	1583	1823	0.868348875479978
PCa57294	PCa51852	25	1501	1770	0.848022598870056
PCa57294	PCa51852	26	1465	1723	0.850261172373767
PCa57294	PCa51852	27	1407	1682	0.836504161712247
PCa57294	PCa51852	28	1373	1635	0.839755351681957
PCa57294	PCa51852	29	1325	1591	0.832809553739786
PCa57294	PCa51852	30	1321	1557	0.848426461143224
PCa57294	PCa53687	3	4588	6912	0.663773148148148
PCa57294	PCa53687	4	4791	6383	0.750587498041673
PCa57294	PCa53687	5	4545	5707	0.79639039775714
PCa57294	PCa53687	6	4216	5127	0.822313243612249
PCa57294	PCa53687	7	3943	4655	0.847046186895811
PCa57294	PCa53687	8	3593	4241	0.847205847677435
PCa57294	PCa53687	9	3332	3906	0.853046594982079
PCa57294	PCa53687	10	3102	3633	0.85383980181668
PCa57294	PCa53687	11	2903	3371	0.861168792643133
PCa57294	PCa53687	12	2729	3153	0.865524896923565
PCa57294	PCa53687	13	2565	2964	0.865384615384615
PCa57294	PCa53687	14	2362	2772	0.852092352092352
PCa57294	PCa53687	15	2293	2640	0.868560606060606
PCa57294	PCa53687	16	2167	2495	0.868537074148297
PCa57294	PCa53687	17	2064	2382	0.866498740554156
PCa57294	PCa53687	18	1968	2274	0.865435356200528
PCa57294	PCa53687	19	1893	2191	0.863989046097672
PCa57294	PCa53687	20	1832	2096	0.874045801526717
PCa57294	PCa53687	21	1757	2017	0.871095686663361
PCa57294	PCa53687	22	1703	1959	0.869321082184788
PCa57294	PCa53687	23	1608	1891	0.850343733474352
PCa57294	PCa53687	24	1557	1823	0.854086670323642
PCa57294	PCa53687	25	1505	1770	0.850282485875706
PCa57294	PCa53687	26	1465	1723	0.850261172373767
PCa57294	PCa53687	27	1429	1682	0.849583828775268
PCa57294	PCa53687	28	1385	1635	0.847094801223242
PCa57294	PCa53687	29	1355	1591	0.85166561910748
PCa57294	PCa53687	30	1335	1557	0.857418111753372
PCa57294	PCa56413	3	4793	6912	0.693431712962963
PCa57294	PCa56413	4	4915	6383	0.770014099953
PCa57294	PCa56413	5	4672	5707	0.81864377080778
PCa57294	PCa56413	6	4208	5127	0.820752876926078
PCa57294	PCa56413	7	3928	4655	0.843823845327605
PCa57294	PCa56413	8	3577	4241	0.843433152558359
PCa57294	PCa56413	9	3298	3906	0.844342037890425
PCa57294	PCa56413	10	3035	3633	0.835397742912194
PCa57294	PCa56413	11	2792	3371	0.828240878077722
PCa57294	PCa56413	12	2622	3153	0.831588962892483
PCa57294	PCa56413	13	2459	2964	0.829622132253711
PCa57294	PCa56413	14	2307	2772	0.832251082251082
PCa57294	PCa56413	15	2198	2640	0.832575757575757
PCa57294	PCa56413	16	2063	2495	0.82685370741483
PCa57294	PCa56413	17	1970	2382	0.82703610411419
PCa57294	PCa56413	18	1858	2274	0.817062445030783
PCa57294	PCa56413	19	1766	2191	0.806024646280237
PCa57294	PCa56413	20	1687	2096	0.804866412213741
PCa57294	PCa56413	21	1597	2017	0.791769955379276
PCa57294	PCa56413	22	1566	1959	0.799387442572741
PCa57294	PCa56413	23	1520	1891	0.803807509254363
PCa57294	PCa56413	24	1474	1823	0.808557323093801
PCa57294	PCa56413	25	1408	1770	0.795480225988701
PCa57294	PCa56413	26	1343	1723	0.779454439930354
PCa57294	PCa56413	27	1302	1682	0.774078478002378
PCa57294	PCa56413	28	1277	1635	0.781039755351682
PCa57294	PCa56413	29	1246	1591	0.783155248271527
PCa57294	PCa56413	30	1224	1557	0.786127167630058
PCa57294	PCa57054	3	4792	6912	0.693287037037037
PCa57294	PCa57054	4	4925	6383	0.771580761397462
PCa57294	PCa57054	5	4658	5707	0.816190643069914
PCa57294	PCa57054	6	4352	5127	0.84883947727716
PCa57294	PCa57054	7	4013	4655	0.862083780880773
PCa57294	PCa57054	8	3698	4241	0.871964159396369
PCa57294	PCa57054	9	3374	3906	0.863799283154122
PCa57294	PCa57054	10	3128	3633	0.860996421690063
PCa57294	PCa57054	11	2922	3371	0.866805102343518
PCa57294	PCa57054	12	2745	3153	0.870599429115129
PCa57294	PCa57054	13	2568	2964	0.866396761133603
PCa57294	PCa57054	14	2414	2772	0.870851370851371
PCa57294	PCa57054	15	2293	2640	0.868560606060606
PCa57294	PCa57054	16	2174	2495	0.871342685370741
PCa57294	PCa57054	17	2063	2382	0.86607892527288
PCa57294	PCa57054	18	1974	2274	0.868073878627968
PCa57294	PCa57054	19	1871	2191	0.853947968963943
PCa57294	PCa57054	20	1806	2096	0.861641221374046
PCa57294	PCa57054	21	1710	2017	0.847793753098661
PCa57294	PCa57054	22	1670	1959	0.852475752935171
PCa57294	PCa57054	23	1594	1891	0.842940243257536
PCa57294	PCa57054	24	1542	1823	0.845858475041141
PCa57294	PCa57054	25	1491	1770	0.842372881355932
PCa57294	PCa57054	26	1452	1723	0.842716192687174
PCa57294	PCa57054	27	1408	1682	0.837098692033294
PCa57294	PCa57054	28	1380	1635	0.844036697247707
PCa57294	PCa57054	29	1328	1591	0.834695160276556
PCa57294	PCa57054	30	1292	1557	0.829800899165061
PCa58215	PCa13266	3	5008	7460	0.671313672922252
PCa58215	PCa13266	4	5046	6832	0.738583138173302
PCa58215	PCa13266	5	4783	6058	0.789534499834929
PCa58215	PCa13266	6	4327	5495	0.787443130118289
PCa58215	PCa13266	7	3998	4964	0.805398871877518
PCa58215	PCa13266	8	3690	4516	0.817094774136404
PCa58215	PCa13266	9	3410	4134	0.824866956942429
PCa58215	PCa13266	10	3162	3814	0.829050865233351
PCa58215	PCa13266	11	2923	3543	0.82500705616709
PCa58215	PCa13266	12	2714	3307	0.820683398850922
PCa58215	PCa13266	13	2554	3088	0.827072538860104
PCa58215	PCa13266	14	2427	2913	0.833161688980433
PCa58215	PCa13266	15	2287	2760	0.828623188405797
PCa58215	PCa13266	16	2176	2608	0.834355828220859
PCa58215	PCa13266	17	2079	2470	0.8417004048583
PCa58215	PCa13266	18	1975	2348	0.841141396933561
PCa58215	PCa13266	19	1917	2250	0.852
PCa58215	PCa13266	20	1826	2159	0.845761926817971
PCa58215	PCa13266	21	1740	2085	0.834532374100719
PCa58215	PCa13266	22	1696	2015	0.841687344913151
PCa58215	PCa13266	23	1627	1932	0.842132505175984
PCa58215	PCa13266	24	1573	1874	0.839381003201708
PCa58215	PCa13266	25	1506	1820	0.827472527472527
PCa58215	PCa13266	26	1481	1784	0.830156950672646
PCa58215	PCa13266	27	1438	1741	0.825962090752441
PCa58215	PCa13266	28	1397	1693	0.825162433549911
PCa58215	PCa13266	29	1373	1649	0.83262583383869
PCa58215	PCa13266	30	1345	1605	0.838006230529595
PCa58215	PCa13848	3	5429	7460	0.727747989276139
PCa58215	PCa13848	4	5422	6832	0.793618266978923
PCa58215	PCa13848	5	5023	6058	0.829151535160119
PCa58215	PCa13848	6	4612	5495	0.839308462238398
PCa58215	PCa13848	7	4227	4964	0.851531023368251
PCa58215	PCa13848	8	3884	4516	0.860053144375554
PCa58215	PCa13848	9	3560	4134	0.861151427189163
PCa58215	PCa13848	10	3302	3814	0.865757734661773
PCa58215	PCa13848	11	3038	3543	0.857465424781259
PCa58215	PCa13848	12	2825	3307	0.854248563652858
PCa58215	PCa13848	13	2668	3088	0.8639896373057
PCa58215	PCa13848	14	2511	2913	0.861997940267765
PCa58215	PCa13848	15	2372	2760	0.859420289855073
PCa58215	PCa13848	16	2249	2608	0.862346625766871
PCa58215	PCa13848	17	2124	2470	0.859919028340081
PCa58215	PCa13848	18	2061	2348	0.877768313458262
PCa58215	PCa13848	19	1986	2250	0.882666666666667
PCa58215	PCa13848	20	1901	2159	0.880500231588698
PCa58215	PCa13848	21	1808	2085	0.867146282973621
PCa58215	PCa13848	22	1742	2015	0.864516129032258
PCa58215	PCa13848	23	1698	1932	0.87888198757764
PCa58215	PCa13848	24	1650	1874	0.880469583778015
PCa58215	PCa13848	25	1585	1820	0.870879120879121
PCa58215	PCa13848	26	1553	1784	0.870515695067265
PCa58215	PCa13848	27	1516	1741	0.870763928776565
PCa58215	PCa13848	28	1451	1693	0.857058476077968
PCa58215	PCa13848	29	1412	1649	0.856276531231049
PCa58215	PCa13848	30	1380	1605	0.85981308411215
PCa58215	PCa14121	3	4841	7460	0.648927613941019
PCa58215	PCa14121	4	5046	6832	0.738583138173302
PCa58215	PCa14121	5	4815	6058	0.794816771211621
PCa58215	PCa14121	6	4422	5495	0.804731574158326
PCa58215	PCa14121	7	4144	4964	0.8348106365834
PCa58215	PCa14121	8	3772	4516	0.83525243578388
PCa58215	PCa14121	9	3498	4134	0.846153846153846
PCa58215	PCa14121	10	3201	3814	0.839276350288411
PCa58215	PCa14121	11	2981	3543	0.841377363815975
PCa58215	PCa14121	12	2777	3307	0.839733897792561
PCa58215	PCa14121	13	2596	3088	0.840673575129534
PCa58215	PCa14121	14	2418	2913	0.830072090628218
PCa58215	PCa14121	15	2301	2760	0.833695652173913
PCa58215	PCa14121	16	2196	2608	0.842024539877301
PCa58215	PCa14121	17	2108	2470	0.853441295546559
PCa58215	PCa14121	18	1989	2348	0.847103918228279
PCa58215	PCa14121	19	1909	2250	0.848444444444444
PCa58215	PCa14121	20	1825	2159	0.845298749421028
PCa58215	PCa14121	21	1759	2085	0.843645083932854
PCa58215	PCa14121	22	1678	2015	0.832754342431762
PCa58215	PCa14121	23	1619	1932	0.837991718426501
PCa58215	PCa14121	24	1583	1874	0.844717182497332
PCa58215	PCa14121	25	1548	1820	0.850549450549451
PCa58215	PCa14121	26	1504	1784	0.84304932735426
PCa58215	PCa14121	27	1440	1741	0.827110855829983
PCa58215	PCa14121	28	1402	1693	0.828115770821028
PCa58215	PCa14121	29	1361	1649	0.825348696179503
PCa58215	PCa14121	30	1331	1605	0.829283489096573
PCa58215	PCa19121	3	5039	7460	0.675469168900804
PCa58215	PCa19121	4	5134	6832	0.751463700234192
PCa58215	PCa19121	5	4851	6058	0.8007593265104
PCa58215	PCa19121	6	4439	5495	0.807825295723385
PCa58215	PCa19121	7	4107	4964	0.827356970185334
PCa58215	PCa19121	8	3735	4516	0.827059344552701
PCa58215	PCa19121	9	3436	4134	0.831156265118529
PCa58215	PCa19121	10	3188	3814	0.835867855270058
PCa58215	PCa19121	11	2969	3543	0.837990403612758
PCa58215	PCa19121	12	2791	3307	0.843967342001814
PCa58215	PCa19121	13	2630	3088	0.851683937823834
PCa58215	PCa19121	14	2441	2913	0.837967730861655
PCa58215	PCa19121	15	2333	2760	0.845289855072464
PCa58215	PCa19121	16	2228	2608	0.854294478527607
PCa58215	PCa19121	17	2127	2470	0.861133603238866
PCa58215	PCa19121	18	2021	2348	0.860732538330494
PCa58215	PCa19121	19	1938	2250	0.861333333333333
PCa58215	PCa19121	20	1857	2159	0.860120426123205
PCa58215	PCa19121	21	1765	2085	0.84652278177458
PCa58215	PCa19121	22	1724	2015	0.855583126550869
PCa58215	PCa19121	23	1649	1932	0.85351966873706
PCa58215	PCa19121	24	1583	1874	0.844717182497332
PCa58215	PCa19121	25	1525	1820	0.837912087912088
PCa58215	PCa19121	26	1508	1784	0.845291479820628
PCa58215	PCa19121	27	1442	1741	0.828259620907524
PCa58215	PCa19121	28	1411	1693	0.833431777909037
PCa58215	PCa19121	29	1391	1649	0.843541540327471
PCa58215	PCa19121	30	1354	1605	0.843613707165109
PCa58215	PCa3023	3	5361	7460	0.718632707774799
PCa58215	PCa3023	4	5317	6832	0.778249414519906
PCa58215	PCa3023	5	4983	6058	0.822548695939254
PCa58215	PCa3023	6	4574	5495	0.832393084622384
PCa58215	PCa3023	7	4187	4964	0.843473005640612
PCa58215	PCa3023	8	3837	4516	0.849645704162976
PCa58215	PCa3023	9	3553	4134	0.859458151910982
PCa58215	PCa3023	10	3271	3814	0.857629785002622
PCa58215	PCa3023	11	3041	3543	0.858312164832063
PCa58215	PCa3023	12	2843	3307	0.859691563350469
PCa58215	PCa3023	13	2636	3088	0.853626943005181
PCa58215	PCa3023	14	2503	2913	0.859251630621353
PCa58215	PCa3023	15	2356	2760	0.853623188405797
PCa58215	PCa3023	16	2256	2608	0.865030674846626
PCa58215	PCa3023	17	2149	2470	0.87004048582996
PCa58215	PCa3023	18	2048	2348	0.872231686541738
PCa58215	PCa3023	19	1957	2250	0.869777777777778
PCa58215	PCa3023	20	1856	2159	0.859657248726262
PCa58215	PCa3023	21	1760	2085	0.844124700239808
PCa58215	PCa3023	22	1693	2015	0.840198511166253
PCa58215	PCa3023	23	1622	1932	0.839544513457557
PCa58215	PCa3023	24	1568	1874	0.836712913553896
PCa58215	PCa3023	25	1515	1820	0.832417582417583
PCa58215	PCa3023	26	1484	1784	0.831838565022422
PCa58215	PCa3023	27	1438	1741	0.825962090752441
PCa58215	PCa3023	28	1388	1693	0.819846426461902
PCa58215	PCa3023	29	1364	1649	0.8271679805943
PCa58215	PCa3023	30	1332	1605	0.829906542056075
PCa58215	PCa33173	3	5366	7460	0.719302949061662
PCa58215	PCa33173	4	5375	6832	0.78673887587822
PCa58215	PCa33173	5	5072	6058	0.837240013205678
PCa58215	PCa33173	6	4569	5495	0.831483166515014
PCa58215	PCa33173	7	4248	4964	0.855761482675262
PCa58215	PCa33173	8	3835	4516	0.849202834366696
PCa58215	PCa33173	9	3527	4134	0.853168843734881
PCa58215	PCa33173	10	3258	3814	0.854221289984269
PCa58215	PCa33173	11	3009	3543	0.849280270956816
PCa58215	PCa33173	12	2823	3307	0.853643785908679
PCa58215	PCa33173	13	2652	3088	0.85880829015544
PCa58215	PCa33173	14	2529	2913	0.868177136972194
PCa58215	PCa33173	15	2376	2760	0.860869565217391
PCa58215	PCa33173	16	2265	2608	0.868481595092024
PCa58215	PCa33173	17	2165	2470	0.876518218623482
PCa58215	PCa33173	18	2061	2348	0.877768313458262
PCa58215	PCa33173	19	1988	2250	0.883555555555556
PCa58215	PCa33173	20	1889	2159	0.874942102825382
PCa58215	PCa33173	21	1822	2085	0.873860911270983
PCa58215	PCa33173	22	1747	2015	0.866997518610422
PCa58215	PCa33173	23	1663	1932	0.860766045548654
PCa58215	PCa33173	24	1616	1874	0.862326574172892
PCa58215	PCa33173	25	1552	1820	0.852747252747253
PCa58215	PCa33173	26	1533	1784	0.859304932735426
PCa58215	PCa33173	27	1483	1741	0.851809304997128
PCa58215	PCa33173	28	1423	1693	0.840519787359716
PCa58215	PCa33173	29	1385	1649	0.839902971497878
PCa58215	PCa33173	30	1357	1605	0.845482866043614
PCa58215	PCa40507	3	4754	7460	0.637265415549598
PCa58215	PCa40507	4	4997	6832	0.731411007025761
PCa58215	PCa40507	5	4683	6058	0.773027401782767
PCa58215	PCa40507	6	4377	5495	0.796542311191993
PCa58215	PCa40507	7	4042	4964	0.814262691377921
PCa58215	PCa40507	8	3739	4516	0.827945084145261
PCa58215	PCa40507	9	3456	4134	0.835994194484761
PCa58215	PCa40507	10	3245	3814	0.850812794965915
PCa58215	PCa40507	11	3038	3543	0.857465424781259
PCa58215	PCa40507	12	2789	3307	0.843362564257635
PCa58215	PCa40507	13	2634	3088	0.852979274611399
PCa58215	PCa40507	14	2465	2913	0.846206659800893
PCa58215	PCa40507	15	2336	2760	0.846376811594203
PCa58215	PCa40507	16	2257	2608	0.865414110429448
PCa58215	PCa40507	17	2131	2470	0.862753036437247
PCa58215	PCa40507	18	2066	2348	0.879897785349233
PCa58215	PCa40507	19	1958	2250	0.870222222222222
PCa58215	PCa40507	20	1890	2159	0.875405280222325
PCa58215	PCa40507	21	1789	2085	0.858033573141487
PCa58215	PCa40507	22	1725	2015	0.856079404466501
PCa58215	PCa40507	23	1671	1932	0.864906832298137
PCa58215	PCa40507	24	1598	1874	0.852721451440768
PCa58215	PCa40507	25	1559	1820	0.856593406593407
PCa58215	PCa40507	26	1525	1784	0.854820627802691
PCa58215	PCa40507	27	1481	1741	0.850660539919586
PCa58215	PCa40507	28	1439	1693	0.849970466627289
PCa58215	PCa40507	29	1398	1649	0.847786537295331
PCa58215	PCa40507	30	1363	1605	0.849221183800623
PCa58215	PCa51852	3	4758	7460	0.637801608579089
PCa58215	PCa51852	4	4978	6832	0.728629976580796
PCa58215	PCa51852	5	4758	6058	0.785407725321888
PCa58215	PCa51852	6	4422	5495	0.804731574158326
PCa58215	PCa51852	7	4098	4964	0.825543916196616
PCa58215	PCa51852	8	3752	4516	0.830823737821081
PCa58215	PCa51852	9	3485	4134	0.843009192065796
PCa58215	PCa51852	10	3249	3814	0.85186156266387
PCa58215	PCa51852	11	3008	3543	0.848998024273215
PCa58215	PCa51852	12	2800	3307	0.84668884185062
PCa58215	PCa51852	13	2614	3088	0.846502590673575
PCa58215	PCa51852	14	2497	2913	0.857191898386543
PCa58215	PCa51852	15	2346	2760	0.85
PCa58215	PCa51852	16	2236	2608	0.857361963190184
PCa58215	PCa51852	17	2130	2470	0.862348178137652
PCa58215	PCa51852	18	2027	2348	0.863287904599659
PCa58215	PCa51852	19	1940	2250	0.862222222222222
PCa58215	PCa51852	20	1830	2159	0.847614636405744
PCa58215	PCa51852	21	1761	2085	0.844604316546763
PCa58215	PCa51852	22	1726	2015	0.856575682382134
PCa58215	PCa51852	23	1647	1932	0.852484472049689
PCa58215	PCa51852	24	1619	1874	0.86392742796158
PCa58215	PCa51852	25	1540	1820	0.846153846153846
PCa58215	PCa51852	26	1497	1784	0.839125560538117
PCa58215	PCa51852	27	1459	1741	0.838024124066628
PCa58215	PCa51852	28	1402	1693	0.828115770821028
PCa58215	PCa51852	29	1356	1649	0.822316555488175
PCa58215	PCa51852	30	1347	1605	0.839252336448598
PCa58215	PCa53687	3	4812	7460	0.645040214477212
PCa58215	PCa53687	4	5042	6832	0.737997658079625
PCa58215	PCa53687	5	4711	6058	0.777649389237372
PCa58215	PCa53687	6	4331	5495	0.788171064604186
PCa58215	PCa53687	7	4061	4964	0.81809024979855
PCa58215	PCa53687	8	3705	4516	0.820416297608503
PCa58215	PCa53687	9	3387	4134	0.819303338171263
PCa58215	PCa53687	10	3178	3814	0.83324593602517
PCa58215	PCa53687	11	2957	3543	0.83460344340954
PCa58215	PCa53687	12	2772	3307	0.838221953432114
PCa58215	PCa53687	13	2618	3088	0.84779792746114
PCa58215	PCa53687	14	2417	2913	0.829728801922417
PCa58215	PCa53687	15	2302	2760	0.834057971014493
PCa58215	PCa53687	16	2185	2608	0.837806748466258
PCa58215	PCa53687	17	2073	2470	0.839271255060729
PCa58215	PCa53687	18	1973	2348	0.840289608177172
PCa58215	PCa53687	19	1903	2250	0.845777777777778
PCa58215	PCa53687	20	1842	2159	0.85317276516906
PCa58215	PCa53687	21	1761	2085	0.844604316546763
PCa58215	PCa53687	22	1712	2015	0.849627791563276
PCa58215	PCa53687	23	1611	1932	0.833850931677019
PCa58215	PCa53687	24	1559	1874	0.831910352187833
PCa58215	PCa53687	25	1516	1820	0.832967032967033
PCa58215	PCa53687	26	1483	1784	0.83127802690583
PCa58215	PCa53687	27	1450	1741	0.832854681217691
PCa58215	PCa53687	28	1388	1693	0.819846426461902
PCa58215	PCa53687	29	1352	1649	0.819890842935112
PCa58215	PCa53687	30	1320	1605	0.822429906542056
PCa58215	PCa56413	3	5275	7460	0.707104557640751
PCa58215	PCa56413	4	5279	6832	0.772687353629977
PCa58215	PCa56413	5	4925	6058	0.812974579069
PCa58215	PCa56413	6	4503	5495	0.819472247497725
PCa58215	PCa56413	7	4144	4964	0.8348106365834
PCa58215	PCa56413	8	3796	4516	0.840566873339238
PCa58215	PCa56413	9	3454	4134	0.835510401548137
PCa58215	PCa56413	10	3188	3814	0.835867855270058
PCa58215	PCa56413	11	2962	3543	0.836014676827547
