Sample1	Sample2	Window	N_Int	Total	Frac
PCa40507	PCa56413	12	2783	3204	0.868601747815231
PCa40507	PCa56413	13	2594	2989	0.867848778855805
PCa40507	PCa56413	14	2462	2822	0.872430900070872
PCa40507	PCa56413	15	2309	2642	0.873959121877366
PCa40507	PCa56413	16	2221	2540	0.874409448818898
PCa40507	PCa56413	17	2120	2415	0.877846790890269
PCa40507	PCa56413	18	2019	2317	0.871385412170911
PCa40507	PCa56413	19	1935	2206	0.877153218495014
PCa40507	PCa56413	20	1850	2129	0.868952559887271
PCa40507	PCa56413	21	1775	2035	0.872235872235872
PCa40507	PCa56413	22	1720	1970	0.873096446700508
PCa40507	PCa56413	23	1670	1906	0.876180482686254
PCa40507	PCa56413	24	1586	1841	0.861488321564367
PCa40507	PCa56413	25	1548	1786	0.866741321388578
PCa40507	PCa56413	26	1497	1740	0.860344827586207
PCa40507	PCa56413	27	1451	1682	0.862663495838288
PCa40507	PCa56413	28	1416	1643	0.861838101034693
PCa40507	PCa56413	29	1391	1608	0.865049751243781
PCa40507	PCa56413	30	1354	1563	0.866282789507358
PCa40507	PCa57054	3	4727	6839	0.691182921479749
PCa40507	PCa57054	4	4870	6418	0.758803365534434
PCa40507	PCa57054	5	4658	5832	0.798696844993141
PCa40507	PCa57054	6	4332	5245	0.825929456625357
PCa40507	PCa57054	7	4005	4788	0.836466165413534
PCa40507	PCa57054	8	3718	4338	0.857076994006455
PCa40507	PCa57054	9	3452	4003	0.862353235073695
PCa40507	PCa57054	10	3213	3704	0.86744060475162
PCa40507	PCa57054	11	3008	3428	0.877479579929988
PCa40507	PCa57054	12	2826	3204	0.882022471910112
PCa40507	PCa57054	13	2621	2989	0.876881900301104
PCa40507	PCa57054	14	2481	2822	0.879163713678242
PCa40507	PCa57054	15	2342	2642	0.886449659348978
PCa40507	PCa57054	16	2238	2540	0.881102362204724
PCa40507	PCa57054	17	2119	2415	0.877432712215321
PCa40507	PCa57054	18	2028	2317	0.87526974536038
PCa40507	PCa57054	19	1951	2206	0.884406165004533
PCa40507	PCa57054	20	1890	2129	0.887740723344293
PCa40507	PCa57054	21	1797	2035	0.883046683046683
PCa40507	PCa57054	22	1731	1970	0.878680203045685
PCa40507	PCa57054	23	1683	1906	0.883001049317943
PCa40507	PCa57054	24	1621	1841	0.880499728408474
PCa40507	PCa57054	25	1564	1786	0.875699888017917
PCa40507	PCa57054	26	1527	1740	0.877586206896552
PCa40507	PCa57054	27	1482	1682	0.881093935790725
PCa40507	PCa57054	28	1454	1643	0.884966524650031
PCa40507	PCa57054	29	1405	1608	0.873756218905473
PCa40507	PCa57054	30	1351	1563	0.864363403710813
PCa40507	PCa57294	3	4448	6839	0.650387483550227
PCa40507	PCa57294	4	4668	6418	0.727329386101589
PCa40507	PCa57294	5	4473	5832	0.766975308641975
PCa40507	PCa57294	6	4156	5245	0.792373689227836
PCa40507	PCa57294	7	3859	4788	0.805973266499582
PCa40507	PCa57294	8	3549	4338	0.818118948824343
PCa40507	PCa57294	9	3289	4003	0.821633774668998
PCa40507	PCa57294	10	3089	3704	0.833963282937365
PCa40507	PCa57294	11	2871	3428	0.837514585764294
PCa40507	PCa57294	12	2664	3204	0.831460674157303
PCa40507	PCa57294	13	2480	2989	0.829708932753429
PCa40507	PCa57294	14	2341	2822	0.829553508150248
PCa40507	PCa57294	15	2234	2642	0.84557153671461
PCa40507	PCa57294	16	2145	2540	0.844488188976378
PCa40507	PCa57294	17	2065	2415	0.855072463768116
PCa40507	PCa57294	18	1965	2317	0.848079413034096
PCa40507	PCa57294	19	1856	2206	0.841341795104261
PCa40507	PCa57294	20	1788	2129	0.839830906528887
PCa40507	PCa57294	21	1700	2035	0.835380835380835
PCa40507	PCa57294	22	1645	1970	0.83502538071066
PCa40507	PCa57294	23	1587	1906	0.832633788037775
PCa40507	PCa57294	24	1516	1841	0.823465507876154
PCa40507	PCa57294	25	1487	1786	0.832586786114222
PCa40507	PCa57294	26	1434	1740	0.824137931034483
PCa40507	PCa57294	27	1394	1682	0.828775267538645
PCa40507	PCa57294	28	1372	1643	0.835057821059038
PCa40507	PCa57294	29	1333	1608	0.828980099502488
PCa40507	PCa57294	30	1292	1563	0.826615483045426
PCa40507	PCa58215	3	4754	6839	0.695130867085831
PCa40507	PCa58215	4	4997	6418	0.778591461514491
PCa40507	PCa58215	5	4683	5832	0.80298353909465
PCa40507	PCa58215	6	4377	5245	0.834509056244042
PCa40507	PCa58215	7	4042	4788	0.844193817878028
PCa40507	PCa58215	8	3739	4338	0.861917934532043
PCa40507	PCa58215	9	3456	4003	0.863352485635773
PCa40507	PCa58215	10	3245	3704	0.876079913606911
PCa40507	PCa58215	11	3038	3428	0.886231038506418
PCa40507	PCa58215	12	2789	3204	0.870474406991261
PCa40507	PCa58215	13	2634	2989	0.881231180996989
PCa40507	PCa58215	14	2465	2822	0.873493975903615
PCa40507	PCa58215	15	2336	2642	0.884178652535958
PCa40507	PCa58215	16	2257	2540	0.888582677165354
PCa40507	PCa58215	17	2131	2415	0.8824016563147
PCa40507	PCa58215	18	2066	2317	0.891670263271472
PCa40507	PCa58215	19	1958	2206	0.887579329102448
PCa40507	PCa58215	20	1890	2129	0.887740723344293
PCa40507	PCa58215	21	1789	2035	0.879115479115479
PCa40507	PCa58215	22	1725	1970	0.875634517766498
PCa40507	PCa58215	23	1671	1906	0.876705141657922
PCa40507	PCa58215	24	1598	1841	0.868006518196632
PCa40507	PCa58215	25	1559	1786	0.872900335946249
PCa40507	PCa58215	26	1525	1740	0.876436781609195
PCa40507	PCa58215	27	1481	1682	0.880499405469679
PCa40507	PCa58215	28	1439	1643	0.875836883749239
PCa40507	PCa58215	29	1398	1608	0.869402985074627
PCa40507	PCa58215	30	1363	1563	0.872040946896993
PCa40507	PCa13266	3	4536	6839	0.663254861821904
PCa40507	PCa13266	4	4714	6418	0.734496727952633
PCa40507	PCa13266	5	4465	5832	0.765603566529492
PCa40507	PCa13266	6	4216	5245	0.803813155386082
PCa40507	PCa13266	7	3857	4788	0.805555555555556
PCa40507	PCa13266	8	3530	4338	0.813739050253573
PCa40507	PCa13266	9	3288	4003	0.821383962028479
PCa40507	PCa13266	10	3084	3704	0.832613390928726
PCa40507	PCa13266	11	2876	3428	0.838973162193699
PCa40507	PCa13266	12	2670	3204	0.833333333333333
PCa40507	PCa13266	13	2495	2989	0.834727333556374
PCa40507	PCa13266	14	2343	2822	0.830262225372077
PCa40507	PCa13266	15	2232	2642	0.844814534443603
PCa40507	PCa13266	16	2159	2540	0.85
PCa40507	PCa13266	17	2035	2415	0.842650103519669
PCa40507	PCa13266	18	1976	2317	0.85282693137678
PCa40507	PCa13266	19	1888	2206	0.8558476881233
PCa40507	PCa13266	20	1817	2129	0.853452325035228
PCa40507	PCa13266	21	1740	2035	0.855036855036855
PCa40507	PCa13266	22	1688	1970	0.856852791878173
PCa40507	PCa13266	23	1607	1906	0.843126967471144
PCa40507	PCa13266	24	1550	1841	0.841933731667572
PCa40507	PCa13266	25	1528	1786	0.855543113101904
PCa40507	PCa13266	26	1475	1740	0.847701149425287
PCa40507	PCa13266	27	1440	1682	0.856123662306778
PCa40507	PCa13266	28	1407	1643	0.856360316494218
PCa40507	PCa13266	29	1368	1608	0.850746268656716
PCa40507	PCa13266	30	1349	1563	0.863083813179783
PCa40507	PCa13848	3	4834	6839	0.706828483696447
PCa40507	PCa13848	4	4915	6418	0.765814895606108
PCa40507	PCa13848	5	4658	5832	0.798696844993141
PCa40507	PCa13848	6	4375	5245	0.834127740705434
PCa40507	PCa13848	7	4002	4788	0.835839598997494
PCa40507	PCa13848	8	3711	4338	0.855463347164592
PCa40507	PCa13848	9	3405	4003	0.850612040969273
PCa40507	PCa13848	10	3135	3704	0.846382289416847
PCa40507	PCa13848	11	2925	3428	0.853267211201867
PCa40507	PCa13848	12	2698	3204	0.84207240948814
PCa40507	PCa13848	13	2577	2989	0.862161257945801
PCa40507	PCa13848	14	2429	2822	0.860737065910702
PCa40507	PCa13848	15	2307	2642	0.873202119606359
PCa40507	PCa13848	16	2193	2540	0.863385826771654
PCa40507	PCa13848	17	2081	2415	0.861697722567288
PCa40507	PCa13848	18	2009	2317	0.867069486404834
PCa40507	PCa13848	19	1940	2206	0.879419764279238
PCa40507	PCa13848	20	1849	2129	0.868482855800846
PCa40507	PCa13848	21	1775	2035	0.872235872235872
PCa40507	PCa13848	22	1715	1970	0.870558375634518
PCa40507	PCa13848	23	1644	1906	0.862539349422875
PCa40507	PCa13848	24	1587	1841	0.862031504617056
PCa40507	PCa13848	25	1562	1786	0.87458006718925
PCa40507	PCa13848	26	1503	1740	0.863793103448276
PCa40507	PCa13848	27	1483	1682	0.881688466111772
PCa40507	PCa13848	28	1422	1643	0.865489957395009
PCa40507	PCa13848	29	1376	1608	0.855721393034826
PCa40507	PCa13848	30	1360	1563	0.870121561100448
PCa40507	PCa14121	3	4380	6839	0.640444509431203
PCa40507	PCa14121	4	4686	6418	0.730133998130259
PCa40507	PCa14121	5	4473	5832	0.766975308641975
PCa40507	PCa14121	6	4201	5245	0.800953288846521
PCa40507	PCa14121	7	3907	4788	0.815998329156224
PCa40507	PCa14121	8	3589	4338	0.827339787920701
PCa40507	PCa14121	9	3369	4003	0.841618785910567
PCa40507	PCa14121	10	3115	3704	0.84098272138229
PCa40507	PCa14121	11	2922	3428	0.852392065344224
PCa40507	PCa14121	12	2746	3204	0.85705368289638
PCa40507	PCa14121	13	2553	2989	0.854131816661091
PCa40507	PCa14121	14	2359	2822	0.835931963146705
PCa40507	PCa14121	15	2259	2642	0.855034065102195
PCa40507	PCa14121	16	2158	2540	0.849606299212599
PCa40507	PCa14121	17	2050	2415	0.848861283643892
PCa40507	PCa14121	18	1970	2317	0.850237375917134
PCa40507	PCa14121	19	1891	2206	0.857207615593835
PCa40507	PCa14121	20	1802	2129	0.846406763738844
PCa40507	PCa14121	21	1760	2035	0.864864864864865
PCa40507	PCa14121	22	1672	1970	0.848730964467005
PCa40507	PCa14121	23	1640	1906	0.860440713536202
PCa40507	PCa14121	24	1566	1841	0.850624660510592
PCa40507	PCa14121	25	1538	1786	0.861142217245241
PCa40507	PCa14121	26	1490	1740	0.85632183908046
PCa40507	PCa14121	27	1433	1682	0.851961950059453
PCa40507	PCa14121	28	1400	1643	0.852099817407182
PCa40507	PCa14121	29	1353	1608	0.841417910447761
PCa40507	PCa14121	30	1329	1563	0.850287907869482
PCa40507	PCa19121	3	4553	6839	0.66574060535166
PCa40507	PCa19121	4	4767	6418	0.742754752259271
PCa40507	PCa19121	5	4537	5832	0.777949245541838
PCa40507	PCa19121	6	4258	5245	0.811820781696854
PCa40507	PCa19121	7	3935	4788	0.821846282372598
PCa40507	PCa19121	8	3625	4338	0.835638543107423
PCa40507	PCa19121	9	3344	4003	0.835373469897577
PCa40507	PCa19121	10	3102	3704	0.837473002159827
PCa40507	PCa19121	11	2944	3428	0.858809801633606
PCa40507	PCa19121	12	2733	3204	0.852996254681648
PCa40507	PCa19121	13	2582	2989	0.863834058213449
PCa40507	PCa19121	14	2419	2822	0.857193479801559
PCa40507	PCa19121	15	2284	2642	0.864496593489781
PCa40507	PCa19121	16	2183	2540	0.859448818897638
PCa40507	PCa19121	17	2080	2415	0.86128364389234
PCa40507	PCa19121	18	2004	2317	0.864911523521796
PCa40507	PCa19121	19	1927	2206	0.873526745240254
PCa40507	PCa19121	20	1844	2129	0.866134335368718
PCa40507	PCa19121	21	1740	2035	0.855036855036855
PCa40507	PCa19121	22	1707	1970	0.866497461928934
PCa40507	PCa19121	23	1651	1906	0.866211962224554
PCa40507	PCa19121	24	1566	1841	0.850624660510592
PCa40507	PCa19121	25	1531	1786	0.857222844344905
PCa40507	PCa19121	26	1486	1740	0.854022988505747
PCa40507	PCa19121	27	1432	1682	0.851367419738407
PCa40507	PCa19121	28	1403	1643	0.85392574558734
PCa40507	PCa19121	29	1367	1608	0.850124378109453
PCa40507	PCa19121	30	1336	1563	0.854766474728087
PCa40507	PCa3023	3	4731	6839	0.691767802310279
PCa40507	PCa3023	4	4940	6418	0.769710190090371
PCa40507	PCa3023	5	4695	5832	0.805041152263375
PCa40507	PCa3023	6	4357	5245	0.83069590085796
PCa40507	PCa3023	7	4013	4788	0.838137009189641
PCa40507	PCa3023	8	3682	4338	0.848778238819733
PCa40507	PCa3023	9	3443	4003	0.860104921309018
PCa40507	PCa3023	10	3174	3704	0.856911447084233
PCa40507	PCa3023	11	2987	3428	0.871353558926488
PCa40507	PCa3023	12	2794	3204	0.872034956304619
PCa40507	PCa3023	13	2607	2989	0.87219805955169
PCa40507	PCa3023	14	2483	2822	0.879872430900071
PCa40507	PCa3023	15	2317	2642	0.876987130961393
PCa40507	PCa3023	16	2219	2540	0.873622047244094
PCa40507	PCa3023	17	2112	2415	0.874534161490683
PCa40507	PCa3023	18	2012	2317	0.868364264134657
PCa40507	PCa3023	19	1948	2206	0.883046237533998
PCa40507	PCa3023	20	1847	2129	0.867543447627994
PCa40507	PCa3023	21	1753	2035	0.861425061425062
PCa40507	PCa3023	22	1701	1970	0.863451776649746
PCa40507	PCa3023	23	1645	1906	0.863064008394544
PCa40507	PCa3023	24	1561	1841	0.847908745247148
PCa40507	PCa3023	25	1514	1786	0.847704367301232
PCa40507	PCa3023	26	1475	1740	0.847701149425287
PCa40507	PCa3023	27	1451	1682	0.862663495838288
PCa40507	PCa3023	28	1405	1643	0.855143031040779
PCa40507	PCa3023	29	1382	1608	0.859452736318408
PCa40507	PCa3023	30	1345	1563	0.860524632117722
PCa40507	PCa33173	3	4733	6839	0.692060242725545
PCa40507	PCa33173	4	4915	6418	0.765814895606108
PCa40507	PCa33173	5	4680	5832	0.802469135802469
PCa40507	PCa33173	6	4335	5245	0.82650142993327
PCa40507	PCa33173	7	3985	4788	0.832289055973267
PCa40507	PCa33173	8	3663	4338	0.844398340248963
PCa40507	PCa33173	9	3382	4003	0.844866350237322
PCa40507	PCa33173	10	3183	3704	0.859341252699784
PCa40507	PCa33173	11	2935	3428	0.856184364060677
PCa40507	PCa33173	12	2752	3204	0.85892634207241
PCa40507	PCa33173	13	2582	2989	0.863834058213449
PCa40507	PCa33173	14	2435	2822	0.862863217576187
PCa40507	PCa33173	15	2308	2642	0.873580620741862
PCa40507	PCa33173	16	2210	2540	0.87007874015748
PCa40507	PCa33173	17	2098	2415	0.868737060041408
PCa40507	PCa33173	18	2025	2317	0.873974967630557
PCa40507	PCa33173	19	1949	2206	0.883499546690843
PCa40507	PCa33173	20	1870	2129	0.878346641615782
PCa40507	PCa33173	21	1795	2035	0.882063882063882
PCa40507	PCa33173	22	1723	1970	0.874619289340101
PCa40507	PCa33173	23	1674	1906	0.878279118572928
PCa40507	PCa33173	24	1570	1841	0.852797392721347
PCa40507	PCa33173	25	1554	1786	0.87010078387458
PCa40507	PCa33173	26	1501	1740	0.86264367816092
PCa40507	PCa33173	27	1472	1682	0.875148632580262
PCa40507	PCa33173	28	1427	1643	0.868533171028606
PCa40507	PCa33173	29	1388	1608	0.86318407960199
PCa40507	PCa33173	30	1361	1563	0.870761356365963
PCa51852	PCa53687	3	4411	6782	0.650398112651135
PCa51852	PCa53687	4	4691	6368	0.736652010050251
PCa51852	PCa53687	5	4470	5764	0.775503122831367
PCa51852	PCa53687	6	4188	5240	0.799236641221374
PCa51852	PCa53687	7	3893	4745	0.820442571127503
PCa51852	PCa53687	8	3595	4278	0.840345956054231
PCa51852	PCa53687	9	3324	3978	0.835595776772247
PCa51852	PCa53687	10	3087	3668	0.841603053435115
PCa51852	PCa53687	11	2871	3410	0.841935483870968
PCa51852	PCa53687	12	2688	3187	0.843426419830562
PCa51852	PCa53687	13	2510	2993	0.838623454727698
PCa51852	PCa53687	14	2364	2834	0.834156669019054
PCa51852	PCa53687	15	2239	2682	0.83482475764355
PCa51852	PCa53687	16	2151	2555	0.84187866927593
PCa51852	PCa53687	17	2074	2439	0.850348503485035
PCa51852	PCa53687	18	1957	2313	0.846087332468655
PCa51852	PCa53687	19	1892	2204	0.858439201451906
PCa51852	PCa53687	20	1810	2116	0.85538752362949
PCa51852	PCa53687	21	1735	2036	0.852161100196464
PCa51852	PCa53687	22	1679	1969	0.852717115286948
PCa51852	PCa53687	23	1609	1910	0.842408376963351
PCa51852	PCa53687	24	1565	1860	0.841397849462366
PCa51852	PCa53687	25	1483	1773	0.836435420191766
PCa51852	PCa53687	26	1442	1737	0.830166954519286
PCa51852	PCa53687	27	1380	1684	0.819477434679335
PCa51852	PCa53687	28	1350	1643	0.821667681071211
PCa51852	PCa53687	29	1297	1604	0.808603491271821
PCa51852	PCa53687	30	1300	1579	0.823305889803673
PCa51852	PCa56413	3	4664	6782	0.687702742553819
PCa51852	PCa56413	4	4896	6368	0.768844221105528
PCa51852	PCa56413	5	4669	5764	0.810027758501041
PCa51852	PCa56413	6	4386	5240	0.837022900763359
PCa51852	PCa56413	7	4012	4745	0.845521601685985
PCa51852	PCa56413	8	3665	4278	0.856708742402992
PCa51852	PCa56413	9	3401	3978	0.854952237305179
PCa51852	PCa56413	10	3166	3668	0.863140676117775
PCa51852	PCa56413	11	2916	3410	0.855131964809384
PCa51852	PCa56413	12	2718	3187	0.852839661123313
PCa51852	PCa56413	13	2535	2993	0.846976277981958
PCa51852	PCa56413	14	2401	2834	0.847212420606916
PCa51852	PCa56413	15	2267	2682	0.845264727815063
PCa51852	PCa56413	16	2178	2555	0.852446183953033
PCa51852	PCa56413	17	2067	2439	0.847478474784748
PCa51852	PCa56413	18	1967	2313	0.850410722006053
PCa51852	PCa56413	19	1887	2204	0.856170598911071
PCa51852	PCa56413	20	1797	2116	0.849243856332703
PCa51852	PCa56413	21	1739	2036	0.854125736738703
PCa51852	PCa56413	22	1677	1969	0.851701371254444
PCa51852	PCa56413	23	1635	1910	0.856020942408377
PCa51852	PCa56413	24	1589	1860	0.854301075268817
PCa51852	PCa56413	25	1490	1773	0.840383530738861
PCa51852	PCa56413	26	1456	1737	0.838226827864134
PCa51852	PCa56413	27	1406	1684	0.834916864608076
PCa51852	PCa56413	28	1361	1643	0.828362751065125
PCa51852	PCa56413	29	1336	1604	0.832917705735661
PCa51852	PCa56413	30	1311	1579	0.830272324255858
PCa51852	PCa57054	3	4734	6782	0.698024181657328
PCa51852	PCa57054	4	4946	6368	0.776695979899498
PCa51852	PCa57054	5	4717	5764	0.818355308813324
PCa51852	PCa57054	6	4437	5240	0.84675572519084
PCa51852	PCa57054	7	4087	4745	0.861327713382508
PCa51852	PCa57054	8	3751	4278	0.876811594202899
PCa51852	PCa57054	9	3487	3978	0.876571141277024
PCa51852	PCa57054	10	3243	3668	0.884133042529989
PCa51852	PCa57054	11	3007	3410	0.881818181818182
PCa51852	PCa57054	12	2844	3187	0.892375274552871
PCa51852	PCa57054	13	2635	2993	0.880387570998998
PCa51852	PCa57054	14	2489	2834	0.878263937896966
PCa51852	PCa57054	15	2364	2682	0.881431767337808
PCa51852	PCa57054	16	2267	2555	0.887279843444227
PCa51852	PCa57054	17	2159	2439	0.88519885198852
PCa51852	PCa57054	18	2054	2313	0.88802421098141
PCa51852	PCa57054	19	1977	2204	0.897005444646098
PCa51852	PCa57054	20	1872	2116	0.88468809073724
PCa51852	PCa57054	21	1805	2036	0.886542239685658
PCa51852	PCa57054	22	1753	1969	0.890299644489589
PCa51852	PCa57054	23	1681	1910	0.880104712041885
PCa51852	PCa57054	24	1642	1860	0.882795698924731
PCa51852	PCa57054	25	1563	1773	0.881556683587141
PCa51852	PCa57054	26	1518	1737	0.873920552677029
PCa51852	PCa57054	27	1470	1684	0.8729216152019
PCa51852	PCa57054	28	1434	1643	0.872793670115642
PCa51852	PCa57054	29	1387	1604	0.864713216957606
PCa51852	PCa57054	30	1372	1579	0.868904369854338
PCa51852	PCa57294	3	4516	6782	0.665880271306399
PCa51852	PCa57294	4	4797	6368	0.753297738693467
PCa51852	PCa57294	5	4581	5764	0.794760582928522
PCa51852	PCa57294	6	4311	5240	0.822709923664122
PCa51852	PCa57294	7	3964	4745	0.835405690200211
PCa51852	PCa57294	8	3673	4278	0.858578775128565
PCa51852	PCa57294	9	3372	3978	0.847662141779789
PCa51852	PCa57294	10	3139	3668	0.855779716466739
PCa51852	PCa57294	11	2907	3410	0.852492668621701
PCa51852	PCa57294	12	2725	3187	0.855036084091622
PCa51852	PCa57294	13	2544	2993	0.849983294353492
PCa51852	PCa57294	14	2378	2834	0.83909668313338
PCa51852	PCa57294	15	2297	2682	0.856450410141685
PCa51852	PCa57294	16	2175	2555	0.851272015655577
PCa51852	PCa57294	17	2093	2439	0.858138581385814
PCa51852	PCa57294	18	1969	2313	0.851275399913532
PCa51852	PCa57294	19	1873	2204	0.849818511796733
PCa51852	PCa57294	20	1789	2116	0.845463137996219
PCa51852	PCa57294	21	1710	2036	0.839882121807466
PCa51852	PCa57294	22	1675	1969	0.85068562722194
PCa51852	PCa57294	23	1620	1910	0.848167539267016
PCa51852	PCa57294	24	1583	1860	0.851075268817204
PCa51852	PCa57294	25	1501	1773	0.846587704455725
PCa51852	PCa57294	26	1465	1737	0.843408175014393
PCa51852	PCa57294	27	1407	1684	0.835510688836104
PCa51852	PCa57294	28	1373	1643	0.835666463785758
PCa51852	PCa57294	29	1325	1604	0.826059850374065
PCa51852	PCa57294	30	1321	1579	0.836605446485117
PCa51852	PCa58215	3	4758	6782	0.701562960778531
PCa51852	PCa58215	4	4978	6368	0.781721105527638
PCa51852	PCa58215	5	4758	5764	0.825468424705066
PCa51852	PCa58215	6	4422	5240	0.843893129770992
PCa51852	PCa58215	7	4098	4745	0.863645943097998
PCa51852	PCa58215	8	3752	4278	0.877045348293595
PCa51852	PCa58215	9	3485	3978	0.876068376068376
PCa51852	PCa58215	10	3249	3668	0.885768811341331
PCa51852	PCa58215	11	3008	3410	0.882111436950147
PCa51852	PCa58215	12	2800	3187	0.878569187323502
PCa51852	PCa58215	13	2614	2993	0.873371199465419
PCa51852	PCa58215	14	2497	2834	0.881086803105152
PCa51852	PCa58215	15	2346	2682	0.874720357941835
PCa51852	PCa58215	16	2236	2555	0.875146771037182
PCa51852	PCa58215	17	2130	2439	0.873308733087331
PCa51852	PCa58215	18	2027	2313	0.876351059230437
PCa51852	PCa58215	19	1940	2204	0.88021778584392
PCa51852	PCa58215	20	1830	2116	0.864839319470699
PCa51852	PCa58215	21	1761	2036	0.864931237721022
PCa51852	PCa58215	22	1726	1969	0.876587100050787
PCa51852	PCa58215	23	1647	1910	0.862303664921466
PCa51852	PCa58215	24	1619	1860	0.870430107526882
PCa51852	PCa58215	25	1540	1773	0.86858432036097
PCa51852	PCa58215	26	1497	1737	0.861830742659758
PCa51852	PCa58215	27	1459	1684	0.866389548693587
PCa51852	PCa58215	28	1402	1643	0.853317102860621
PCa51852	PCa58215	29	1356	1604	0.845386533665835
PCa51852	PCa58215	30	1347	1579	0.853071564281191
PCa51852	PCa13266	3	4586	6782	0.676201710409909
PCa51852	PCa13266	4	4776	6368	0.75
PCa51852	PCa13266	5	4562	5764	0.79146426092991
PCa51852	PCa13266	6	4269	5240	0.81469465648855
PCa51852	PCa13266	7	3947	4745	0.831822971548999
PCa51852	PCa13266	8	3606	4278	0.842917251051894
PCa51852	PCa13266	9	3335	3978	0.838360985419809
PCa51852	PCa13266	10	3082	3668	0.840239912758997
PCa51852	PCa13266	11	2859	3410	0.83841642228739
PCa51852	PCa13266	12	2662	3187	0.835268277376843
PCa51852	PCa13266	13	2494	2993	0.833277647844972
PCa51852	PCa13266	14	2382	2834	0.840508115737474
PCa51852	PCa13266	15	2270	2682	0.846383296047726
PCa51852	PCa13266	16	2143	2555	0.838747553816047
PCa51852	PCa13266	17	2024	2439	0.829848298482985
PCa51852	PCa13266	18	1926	2313	0.832684824902724
PCa51852	PCa13266	19	1884	2204	0.85480943738657
PCa51852	PCa13266	20	1799	2116	0.850189035916824
PCa51852	PCa13266	21	1715	2036	0.842337917485265
PCa51852	PCa13266	22	1685	1969	0.855764347384459
PCa51852	PCa13266	23	1603	1910	0.839267015706806
PCa51852	PCa13266	24	1567	1860	0.84247311827957
PCa51852	PCa13266	25	1514	1773	0.853919909757473
PCa51852	PCa13266	26	1455	1737	0.837651122625216
PCa51852	PCa13266	27	1437	1684	0.85332541567696
PCa51852	PCa13266	28	1398	1643	0.850882531953743
PCa51852	PCa13266	29	1380	1604	0.860349127182045
PCa51852	PCa13266	30	1347	1579	0.853071564281191
PCa51852	PCa13848	3	4791	6782	0.706428782070186
PCa51852	PCa13848	4	5011	6368	0.786903266331658
PCa51852	PCa13848	5	4763	5764	0.826335877862596
PCa51852	PCa13848	6	4409	5240	0.841412213740458
PCa51852	PCa13848	7	4076	4745	0.859009483667018
PCa51852	PCa13848	8	3752	4278	0.877045348293595
PCa51852	PCa13848	9	3465	3978	0.871040723981901
PCa51852	PCa13848	10	3212	3668	0.875681570338059
PCa51852	PCa13848	11	2951	3410	0.865395894428153
PCa51852	PCa13848	12	2778	3187	0.871666143708817
PCa51852	PCa13848	13	2608	2993	0.871366521884397
PCa51852	PCa13848	14	2462	2834	0.868736767819337
PCa51852	PCa13848	15	2330	2682	0.868754660700969
PCa51852	PCa13848	16	2233	2555	0.873972602739726
PCa51852	PCa13848	17	2091	2439	0.857318573185732
PCa51852	PCa13848	18	2021	2313	0.873757025507998
PCa51852	PCa13848	19	1959	2204	0.888838475499093
PCa51852	PCa13848	20	1853	2116	0.875708884688091
PCa51852	PCa13848	21	1760	2036	0.864440078585462
PCa51852	PCa13848	22	1718	1969	0.872524123920772
PCa51852	PCa13848	23	1659	1910	0.868586387434555
PCa51852	PCa13848	24	1614	1860	0.867741935483871
PCa51852	PCa13848	25	1543	1773	0.870276367738297
PCa51852	PCa13848	26	1510	1737	0.869314910765688
PCa51852	PCa13848	27	1471	1684	0.873515439429929
PCa51852	PCa13848	28	1417	1643	0.862446743761412
PCa51852	PCa13848	29	1374	1604	0.856608478802993
PCa51852	PCa13848	30	1345	1579	0.851804939835339
PCa51852	PCa14121	3	4347	6782	0.640961368327927
PCa51852	PCa14121	4	4694	6368	0.73712311557789
PCa51852	PCa14121	5	4523	5764	0.78469812630118
PCa51852	PCa14121	6	4244	5240	0.809923664122137
PCa51852	PCa14121	7	4012	4745	0.845521601685985
PCa51852	PCa14121	8	3619	4278	0.845956054230949
PCa51852	PCa14121	9	3361	3978	0.844896933132227
PCa51852	PCa14121	10	3097	3668	0.84432933478735
PCa51852	PCa14121	11	2871	3410	0.841935483870968
PCa51852	PCa14121	12	2709	3187	0.850015688735488
PCa51852	PCa14121	13	2493	2993	0.832943534914801
PCa51852	PCa14121	14	2353	2834	0.830275229357798
PCa51852	PCa14121	15	2232	2682	0.832214765100671
PCa51852	PCa14121	16	2160	2555	0.845401174168297
PCa51852	PCa14121	17	2036	2439	0.834768347683477
PCa51852	PCa14121	18	1945	2313	0.840899265023779
PCa51852	PCa14121	19	1872	2204	0.849364791288566
PCa51852	PCa14121	20	1779	2116	0.840737240075614
PCa51852	PCa14121	21	1705	2036	0.837426326129666
PCa51852	PCa14121	22	1647	1969	0.836465210766887
PCa51852	PCa14121	23	1603	1910	0.839267015706806
PCa51852	PCa14121	24	1562	1860	0.839784946236559
PCa51852	PCa14121	25	1499	1773	0.84545967287084
PCa51852	PCa14121	26	1460	1737	0.840529648819804
PCa51852	PCa14121	27	1405	1684	0.834323040380047
PCa51852	PCa14121	28	1371	1643	0.834449178332319
PCa51852	PCa14121	29	1335	1604	0.832294264339152
PCa51852	PCa14121	30	1322	1579	0.837238758708043
PCa51852	PCa19121	3	4680	6782	0.690061928634621
PCa51852	PCa19121	4	4910	6368	0.771042713567839
PCa51852	PCa19121	5	4702	5764	0.815752949340736
PCa51852	PCa19121	6	4336	5240	0.827480916030534
