Sample_ID	size	N
PCa14121	8880000	2
PCa14121	4240000	1
PCa14121	34800000	1
PCa14121	45880000	1
PCa14121	1480000	6
PCa14121	16280000	1
PCa14121	7160000	1
PCa14121	2280000	6
PCa14121	7200000	3
PCa14121	9400000	1
PCa14121	6920000	2
PCa14121	14560000	1
PCa14121	11400000	1
PCa14121	14400000	1
PCa14121	6080000	2
PCa14121	5080000	1
PCa14121	12800000	1
PCa14121	3600000	1
PCa14121	15880000	1
PCa14121	4840000	1
PCa14121	4560000	1
PCa14121	6200000	2
PCa14121	4800000	1
PCa14121	2400000	3
PCa14121	3720000	1
PCa14121	3400000	2
PCa14121	5160000	1
PCa14121	2200000	5
PCa14121	7920000	1
PCa14121	1080000	6
PCa14121	27640000	1
PCa14121	33120000	1
PCa14121	5480000	1
PCa14121	11120000	1
PCa14121	3440000	2
PCa14121	6040000	1
PCa14121	3960000	3
PCa14121	3360000	2
PCa14121	23680000	1
PCa14121	4640000	1
PCa14121	6800000	1
PCa14121	7080000	1
PCa14121	6000000	2
PCa14121	3640000	1
PCa14121	15680000	1
PCa14121	9160000	1
PCa14121	13520000	1
PCa14121	17320000	1
PCa14121	2760000	2
PCa14121	25400000	1
PCa14121	4440000	1
PCa14121	11280000	1
PCa14121	15040000	1
PCa14121	4320000	1
PCa14121	12080000	1
PCa14121	6840000	1
PCa14121	2680000	2
PCa14121	7280000	1
PCa14121	2000000	2
PCa14121	9560000	1
PCa14121	1840000	6
PCa14121	10520000	1
PCa14121	7760000	1
PCa14121	19440000	1
PCa14121	4080000	2
PCa14121	17480000	1
PCa14121	6320000	1
PCa14121	2880000	1
PCa14121	4760000	2
PCa14121	15720000	1
PCa14121	4680000	2
PCa14121	8640000	1
PCa14121	4000000	2
PCa14121	3320000	3
PCa14121	5440000	1
PCa14121	7240000	1
PCa14121	5200000	1
PCa14121	2960000	1
PCa14121	10760000	1
PCa14121	3560000	1
PCa14121	4480000	2
PCa14121	14640000	1
PCa14121	5520000	1
PCa14121	14440000	1
PCa14121	7440000	1
PCa14121	12520000	1
PCa14121	7400000	1
PCa14121	6280000	1
PCa14121	7040000	1
PCa14121	9080000	1
PCa14121	10200000	1
PCa14121	9640000	1
PCa14121	35200000	1
PCa19121	47960000	1
PCa19121	80000	432
PCa19121	120000	237
PCa19121	40000	1068
PCa19121	200000	100
PCa19121	12680000	2
PCa19121	2800000	3
PCa19121	400000	35
PCa19121	760000	9
PCa19121	25800000	1
PCa19121	280000	46
PCa19121	14440000	1
PCa19121	9160000	1
PCa19121	27720000	1
PCa19121	6120000	2
PCa19121	2120000	3
PCa19121	2600000	3
PCa19121	4360000	1
PCa19121	640000	23
PCa19121	440000	27
PCa19121	5120000	5
PCa19121	5520000	3
PCa19121	240000	67
PCa19121	160000	128
PCa19121	720000	6
PCa19121	1640000	5
PCa19121	360000	33
PCa19121	1200000	7
PCa19121	480000	32
PCa19121	16520000	1
PCa19121	6520000	2
PCa19121	4120000	1
PCa19121	10840000	1
PCa19121	960000	10
PCa19121	8200000	1
PCa19121	1240000	5
PCa19121	9320000	1
PCa19121	1920000	4
PCa19121	1080000	6
PCa19121	6760000	2
PCa19121	320000	44
PCa19121	1680000	6
PCa19121	600000	20
PCa19121	3880000	1
PCa19121	10760000	1
PCa19121	2680000	2
PCa19121	4720000	2
PCa19121	6920000	1
PCa19121	5360000	2
PCa19121	5600000	2
PCa19121	13600000	2
PCa19121	10080000	2
PCa19121	1520000	6
PCa19121	8320000	2
PCa19121	6360000	1
PCa19121	3120000	5
PCa19121	1800000	1
PCa19121	4840000	2
PCa19121	840000	9
PCa19121	520000	14
PCa19121	3600000	1
PCa19121	3280000	3
PCa19121	1280000	5
PCa19121	12240000	1
PCa19121	880000	6
PCa19121	6640000	3
PCa19121	2360000	3
PCa19121	7080000	4
PCa19121	680000	14
PCa19121	9480000	1
PCa19121	800000	8
PCa19121	9240000	1
PCa19121	9640000	1
PCa19121	5880000	1
PCa19121	1440000	4
PCa19121	8080000	1
PCa19121	9000000	1
PCa19121	1880000	4
PCa19121	4280000	3
PCa19121	2440000	4
PCa19121	7600000	1
PCa19121	2840000	3
PCa19121	1600000	4
PCa19121	3200000	6
PCa19121	36560000	1
PCa19121	4800000	2
PCa19121	2000000	1
PCa19121	11640000	2
PCa19121	26920000	1
PCa19121	8040000	2
PCa19121	920000	11
PCa19121	7680000	2
PCa19121	8120000	1
PCa19121	2160000	4
PCa19121	14880000	1
PCa19121	4680000	3
PCa19121	4960000	2
PCa19121	4320000	3
PCa19121	4600000	2
PCa19121	11720000	1
PCa19121	3080000	6
PCa19121	2040000	4
PCa19121	2560000	4
PCa19121	1000000	6
PCa19121	4760000	2
PCa19121	2960000	3
PCa19121	4520000	3
PCa19121	1120000	9
PCa19121	11320000	1
PCa19121	1360000	4
PCa19121	11360000	1
PCa19121	2400000	3
PCa19121	4440000	2
PCa19121	3400000	2
PCa19121	1960000	3
PCa19121	8840000	1
PCa19121	2200000	5
PCa19121	3040000	2
PCa19121	1480000	2
PCa19121	2320000	2
PCa19121	1720000	7
PCa19121	1040000	5
PCa19121	2880000	4
PCa19121	2280000	5
PCa19121	1320000	6
PCa19121	3360000	5
PCa19121	15120000	1
PCa19121	9680000	1
PCa19121	3160000	4
PCa19121	15760000	1
PCa19121	10040000	1
PCa19121	4240000	3
PCa19121	16160000	1
PCa19121	560000	21
PCa19121	3560000	2
PCa19121	4040000	2
PCa19121	8400000	1
PCa19121	1760000	4
PCa19121	4160000	1
PCa19121	1840000	5
PCa19121	16840000	2
PCa19121	8440000	2
PCa19121	36960000	1
PCa19121	3640000	2
PCa19121	32080000	1
PCa19121	5840000	1
PCa19121	16000000	1
PCa19121	5080000	3
PCa19121	5040000	2
PCa19121	3800000	2
PCa19121	6400000	2
PCa19121	6960000	2
PCa19121	9600000	1
PCa19121	9760000	2
PCa19121	5320000	2
PCa19121	17920000	1
PCa19121	12840000	1
PCa19121	3840000	3
PCa19121	10120000	1
PCa19121	20320000	1
PCa19121	7000000	1
PCa19121	4400000	2
PCa19121	1560000	4
PCa19121	7280000	1
PCa19121	5960000	1
PCa19121	2720000	1
PCa19121	3320000	2
PCa19121	9520000	3
PCa19121	3720000	2
PCa19121	2760000	3
PCa19121	3000000	3
PCa19121	2080000	2
PCa19121	8760000	1
PCa19121	12120000	1
PCa19121	32840000	1
PCa19121	5000000	3
PCa19121	6560000	2
PCa19121	9120000	1
PCa19121	6040000	3
PCa19121	5920000	2
PCa19121	4880000	1
PCa19121	10480000	3
PCa19121	10280000	1
PCa19121	6280000	2
PCa19121	11920000	1
PCa19121	7520000	1
PCa19121	3480000	2
PCa19121	7480000	1
PCa19121	6000000	2
PCa19121	15080000	1
PCa19121	8680000	1
PCa19121	13040000	1
PCa19121	17800000	2
PCa19121	28360000	1
PCa19121	7200000	3
PCa19121	13320000	2
PCa19121	15560000	1
PCa19121	7720000	1
PCa19121	6480000	1
PCa19121	19600000	1
PCa19121	5440000	1
PCa19121	6200000	1
PCa19121	4000000	1
PCa19121	6160000	1
PCa19121	19160000	1
PCa19121	2240000	2
PCa19121	5200000	2
PCa19121	6440000	1
PCa19121	4080000	1
PCa19121	3760000	1
PCa19121	10400000	1
PCa19121	19800000	1
PCa19121	21920000	1
PCa19121	7640000	1
PCa19121	4920000	2
PCa19121	2520000	1
PCa19121	15680000	1
PCa19121	2480000	1
PCa19121	2640000	1
PCa19121	3240000	1
PCa19121	14320000	1
PCa19121	5680000	2
PCa19121	10680000	1
PCa19121	14280000	1
PCa19121	12800000	1
PCa19121	14200000	1
PCa19121	20440000	1
PCa19121	17560000	1
PCa19121	5720000	2
PCa19121	1160000	2
PCa19121	3520000	1
PCa19121	3680000	1
PCa19121	5160000	1
PCa19121	34560000	1
PCa3023	47400000	1
PCa3023	80000	478
PCa3023	40000	1157
PCa3023	120000	241
PCa3023	1320000	12
PCa3023	200000	97
PCa3023	6680000	3
PCa3023	160000	187
PCa3023	5080000	4
PCa3023	2080000	4
PCa3023	360000	50
PCa3023	25800000	1
PCa3023	1800000	8
PCa3023	13920000	1
PCa3023	6080000	2
PCa3023	320000	39
PCa3023	280000	72
PCa3023	29120000	1
PCa3023	6360000	2
PCa3023	1560000	7
PCa3023	3200000	7
PCa3023	4160000	4
PCa3023	440000	33
PCa3023	640000	14
PCa3023	4880000	2
PCa3023	4560000	4
PCa3023	240000	85
PCa3023	760000	17
PCa3023	2720000	2
PCa3023	520000	30
PCa3023	2880000	9
PCa3023	560000	25
PCa3023	16480000	1
PCa3023	5880000	1
PCa3023	3920000	2
PCa3023	10120000	1
PCa3023	1360000	5
PCa3023	8440000	2
PCa3023	1240000	9
PCa3023	9000000	2
PCa3023	960000	10
PCa3023	840000	12
PCa3023	2800000	2
PCa3023	6400000	4
PCa3023	1280000	10
PCa3023	480000	17
PCa3023	2360000	8
PCa3023	10320000	1
PCa3023	2520000	3
PCa3023	4400000	2
PCa3023	7320000	1
PCa3023	5160000	2
PCa3023	1520000	9
PCa3023	5560000	3
PCa3023	13760000	1
PCa3023	10040000	1
PCa3023	1600000	8
PCa3023	8280000	1
PCa3023	6840000	2
PCa3023	3080000	3
PCa3023	5480000	3
PCa3023	6000000	3
PCa3023	2200000	5
PCa3023	17480000	2
PCa3023	5920000	2
PCa3023	2640000	4
PCa3023	3400000	3
PCa3023	2240000	7
PCa3023	9360000	2
PCa3023	7800000	1
PCa3023	400000	34
PCa3023	9080000	1
PCa3023	5600000	1
PCa3023	880000	8
PCa3023	8040000	2
PCa3023	2760000	2
PCa3023	4640000	2
PCa3023	600000	19
PCa3023	3120000	2
PCa3023	7520000	1
PCa3023	14120000	1
PCa3023	1440000	6
PCa3023	3560000	3
PCa3023	1040000	6
PCa3023	19080000	1
PCa3023	680000	14
PCa3023	1680000	5
PCa3023	1760000	3
PCa3023	1160000	12
PCa3023	4240000	4
PCa3023	19880000	1
PCa3023	8000000	1
PCa3023	3800000	5
PCa3023	1640000	5
PCa3023	6720000	1
PCa3023	5000000	4
PCa3023	720000	15
PCa3023	10280000	1
PCa3023	5720000	1
PCa3023	1400000	11
PCa3023	6960000	2
PCa3023	1000000	8
PCa3023	12800000	1
PCa3023	4520000	2
PCa3023	9520000	1
PCa3023	1080000	8
PCa3023	1720000	2
PCa3023	8200000	1
PCa3023	1480000	2
PCa3023	3600000	5
PCa3023	5120000	3
PCa3023	4440000	3
PCa3023	800000	12
PCa3023	10400000	1
PCa3023	9680000	1
PCa3023	3040000	3
PCa3023	4200000	3
PCa3023	2440000	5
PCa3023	1960000	3
PCa3023	2840000	5
PCa3023	2960000	6
PCa3023	2000000	8
PCa3023	6520000	2
PCa3023	2040000	5
PCa3023	920000	9
PCa3023	3520000	2
PCa3023	3240000	4
PCa3023	14600000	1
PCa3023	9760000	2
PCa3023	7040000	1
PCa3023	15240000	2
PCa3023	15920000	1
PCa3023	1840000	1
PCa3023	2920000	2
PCa3023	2320000	6
PCa3023	3480000	1
PCa3023	1920000	4
PCa3023	36560000	1
PCa3023	3320000	5
PCa3023	48960000	1
PCa3023	23240000	1
PCa3023	3640000	1
PCa3023	2280000	2
PCa3023	4080000	1
PCa3023	7120000	1
PCa3023	7000000	2
PCa3023	8720000	1
PCa3023	1880000	4
PCa3023	6480000	3
PCa3023	17920000	1
PCa3023	5240000	1
PCa3023	12600000	1
PCa3023	6560000	1
PCa3023	15320000	1
PCa3023	5520000	1
PCa3023	3160000	2
PCa3023	4720000	3
PCa3023	5040000	3
PCa3023	3680000	2
PCa3023	4760000	1
PCa3023	1120000	7
PCa3023	2680000	2
PCa3023	9440000	1
PCa3023	2480000	1
PCa3023	9480000	1
PCa3023	4960000	1
PCa3023	12320000	1
PCa3023	32600000	1
PCa3023	4040000	1
PCa3023	4680000	2
PCa3023	8080000	1
PCa3023	3440000	1
PCa3023	4000000	2
PCa3023	1200000	6
PCa3023	2560000	3
PCa3023	7640000	2
PCa3023	10960000	1
PCa3023	13800000	1
PCa3023	11600000	1
PCa3023	6640000	1
PCa3023	2400000	3
PCa3023	14480000	1
PCa3023	8640000	1
PCa3023	13160000	1
PCa3023	25480000	1
PCa3023	7560000	1
PCa3023	7240000	2
PCa3023	13280000	1
PCa3023	19040000	1
PCa3023	7160000	2
PCa3023	4600000	2
PCa3023	4320000	1
PCa3023	15280000	1
PCa3023	2600000	2
PCa3023	6200000	1
PCa3023	4280000	2
PCa3023	5320000	2
PCa3023	5960000	1
PCa3023	3360000	1
PCa3023	19360000	1
PCa3023	2120000	2
PCa3023	10480000	1
PCa3023	4800000	1
PCa3023	11000000	1
PCa3023	6320000	1
PCa3023	19720000	1
PCa3023	12080000	2
PCa3023	19280000	1
PCa3023	3280000	1
PCa3023	18960000	1
PCa3023	7880000	1
PCa3023	2160000	1
PCa3023	8320000	1
PCa3023	14320000	1
PCa3023	5760000	2
PCa3023	3840000	1
PCa3023	5640000	1
PCa3023	4840000	1
PCa3023	3000000	1
PCa3023	4920000	1
PCa3023	3880000	2
PCa3023	5200000	1
PCa3023	15000000	1
PCa3023	7480000	1
PCa3023	8800000	1
PCa3023	21120000	1
PCa3023	6040000	1
PCa3023	11560000	1
PCa3023	8240000	1
PCa3023	9800000	1
PCa3023	4120000	1
PCa3023	7920000	1
PCa33173	33640000	1
PCa33173	40000	1130
PCa33173	13560000	2
PCa33173	80000	463
PCa33173	200000	135
PCa33173	2040000	5
PCa33173	480000	47
PCa33173	120000	307
PCa33173	5720000	1
PCa33173	160000	176
PCa33173	960000	13
PCa33173	4400000	1
PCa33173	520000	26
PCa33173	920000	12
PCa33173	680000	25
PCa33173	1000000	9
PCa33173	18320000	1
PCa33173	8240000	1
PCa33173	1680000	12
PCa33173	13760000	1
PCa33173	3720000	3
PCa33173	400000	37
PCa33173	280000	88
PCa33173	1280000	13
PCa33173	2280000	2
PCa33173	1560000	8
PCa33173	24200000	1
PCa33173	6240000	1
PCa33173	1480000	7
PCa33173	3360000	5
PCa33173	3200000	4
PCa33173	600000	19
PCa33173	720000	18
PCa33173	240000	99
PCa33173	320000	54
PCa33173	1800000	14
PCa33173	3040000	4
PCa33173	560000	40
PCa33173	360000	56
PCa33173	9600000	1
PCa33173	760000	20
PCa33173	440000	37
PCa33173	1360000	7
PCa33173	16160000	1
PCa33173	6160000	1
PCa33173	3640000	1
PCa33173	9800000	2
PCa33173	8160000	1
PCa33173	1720000	6
PCa33173	8840000	1
PCa33173	1600000	9
PCa33173	2080000	5
PCa33173	840000	20
PCa33173	1400000	13
PCa33173	5400000	3
PCa33173	2120000	6
PCa33173	2360000	5
PCa33173	2400000	5
PCa33173	9440000	1
PCa33173	3120000	7
PCa33173	2960000	4
PCa33173	5640000	5
PCa33173	5200000	1
PCa33173	5080000	3
PCa33173	2480000	6
PCa33173	11520000	2
PCa33173	9920000	1
PCa33173	1920000	11
PCa33173	6440000	2
PCa33173	7280000	3
PCa33173	2920000	8
PCa33173	2560000	2
PCa33173	5240000	2
PCa33173	5360000	1
PCa33173	5280000	1
PCa33173	1040000	18
PCa33173	3520000	3
PCa33173	8320000	3
PCa33173	2000000	5
PCa33173	3600000	3
PCa33173	2520000	2
PCa33173	3280000	5
PCa33173	5960000	1
PCa33173	640000	24
PCa33173	800000	19
PCa33173	3440000	4
PCa33173	3680000	7
PCa33173	6000000	1
PCa33173	1120000	7
PCa33173	7680000	1
PCa33173	4280000	3
PCa33173	880000	13
PCa33173	1160000	9
PCa33173	1840000	8
PCa33173	4440000	4
PCa33173	3240000	2
PCa33173	7000000	1
PCa33173	7920000	2
PCa33173	5840000	2
PCa33173	18560000	1
PCa33173	1320000	11
PCa33173	1640000	11
PCa33173	1200000	9
PCa33173	2720000	8
PCa33173	19880000	1
PCa33173	6120000	1
PCa33173	8800000	1
PCa33173	6760000	1
PCa33173	12760000	1
PCa33173	4200000	3
PCa33173	4680000	3
PCa33173	3760000	4
PCa33173	4520000	2
PCa33173	1080000	15
PCa33173	2200000	7
PCa33173	1240000	10
PCa33173	3560000	2
PCa33173	4320000	2
PCa33173	2680000	4
PCa33173	2880000	7
PCa33173	10360000	1
PCa33173	7080000	2
PCa33173	4240000	2
PCa33173	9080000	1
PCa33173	2160000	4
PCa33173	2640000	3
PCa33173	3160000	2
PCa33173	14160000	1
PCa33173	1760000	3
PCa33173	4640000	1
PCa33173	10200000	1
PCa33173	5000000	2
PCa33173	5040000	1
PCa33173	1880000	8
PCa33173	3400000	3
PCa33173	3080000	1
PCa33173	3480000	1
PCa33173	2440000	4
PCa33173	2600000	6
PCa33173	2760000	2
PCa33173	7840000	1
PCa33173	5160000	2
PCa33173	8440000	2
PCa33173	27680000	1
PCa33173	4600000	1
PCa33173	29560000	1
PCa33173	15960000	1
PCa33173	14600000	1
PCa33173	5880000	1
PCa33173	8040000	1
PCa33173	4000000	3
PCa33173	2800000	4
PCa33173	9640000	2
PCa33173	12360000	1
PCa33173	11400000	1
PCa33173	7040000	2
PCa33173	4360000	2
PCa33173	6280000	2
PCa33173	1440000	5
PCa33173	4120000	3
PCa33173	4560000	3
PCa33173	7240000	2
PCa33173	5760000	2
PCa33173	5600000	2
PCa33173	8520000	1
PCa33173	18800000	1
PCa33173	32280000	1
PCa33173	7400000	2
PCa33173	1520000	8
PCa33173	4040000	2
PCa33173	9040000	1
PCa33173	15120000	1
PCa33173	4160000	1
PCa33173	3880000	2
PCa33173	7120000	2
PCa33173	10520000	1
PCa33173	11680000	1
PCa33173	6200000	2
PCa33173	2840000	2
PCa33173	5320000	1
PCa33173	6480000	2
PCa33173	4920000	2
PCa33173	15480000	2
PCa33173	8360000	1
PCa33173	2320000	2
PCa33173	9960000	1
PCa33173	3000000	4
PCa33173	17200000	1
PCa33173	10120000	1
PCa33173	15040000	1
PCa33173	4960000	2
PCa33173	13160000	1
PCa33173	15400000	1
PCa33173	6840000	1
PCa33173	2240000	2
PCa33173	19600000	1
PCa33173	4080000	1
PCa33173	6680000	1
PCa33173	1960000	3
PCa33173	18600000	1
PCa33173	10400000	1
PCa33173	10760000	1
PCa33173	6320000	1
PCa33173	19680000	1
PCa33173	12040000	1
PCa33173	17440000	1
PCa33173	3320000	2
PCa33173	16760000	1
PCa33173	4760000	2
PCa33173	10000000	1
PCa33173	4480000	1
PCa33173	3800000	2
PCa33173	5120000	1
PCa33173	11240000	1
PCa33173	15760000	1
PCa33173	11600000	1
PCa33173	8000000	1
PCa33173	5800000	2
PCa33173	6400000	1
PCa33173	10280000	1
PCa33173	35760000	1
PCa40507	12480000	1
PCa40507	40000	1355
PCa40507	20640000	1
PCa40507	80000	529
PCa40507	160000	165
PCa40507	12520000	1
PCa40507	840000	27
PCa40507	200000	143
PCa40507	2400000	4
PCa40507	240000	97
PCa40507	5640000	2
PCa40507	1240000	12
PCa40507	3720000	2
PCa40507	120000	292
PCa40507	880000	11
PCa40507	1120000	13
PCa40507	17920000	1
PCa40507	800000	12
PCa40507	3080000	3
PCa40507	2720000	4
PCa40507	1200000	7
PCa40507	1480000	6
PCa40507	13680000	1
PCa40507	2040000	9
PCa40507	360000	52
PCa40507	760000	20
PCa40507	960000	17
PCa40507	440000	39
PCa40507	280000	70
PCa40507	1000000	10
PCa40507	28600000	1
PCa40507	6400000	2
PCa40507	1280000	6
PCa40507	3520000	3
PCa40507	3240000	5
PCa40507	680000	17
PCa40507	4880000	2
PCa40507	600000	17
PCa40507	1680000	5
PCa40507	7320000	1
PCa40507	3000000	3
PCa40507	1360000	7
PCa40507	16040000	1
PCa40507	6080000	2
PCa40507	3560000	3
PCa40507	560000	24
PCa40507	10840000	1
PCa40507	520000	29
PCa40507	480000	23
PCa40507	6640000	2
PCa40507	1040000	8
PCa40507	8320000	1
PCa40507	1520000	9
PCa40507	3120000	5
PCa40507	320000	47
PCa40507	400000	41
PCa40507	4960000	2
PCa40507	2240000	3
PCa40507	640000	20
PCa40507	1760000	6
PCa40507	10160000	2
PCa40507	3280000	3
PCa40507	3800000	5
PCa40507	5840000	3
PCa40507	5520000	1
PCa40507	5720000	3
PCa40507	11120000	1
PCa40507	10080000	1
PCa40507	8360000	3
PCa40507	6600000	1
PCa40507	1600000	6
PCa40507	4720000	2
PCa40507	5800000	2
PCa40507	5320000	2
PCa40507	1440000	7
PCa40507	13280000	3
PCa40507	4160000	3
PCa40507	3760000	3
PCa40507	2520000	2
PCa40507	920000	13
PCa40507	5960000	3
PCa40507	10920000	1
PCa40507	6040000	2
PCa40507	2440000	3
PCa40507	8240000	1
PCa40507	2000000	7
PCa40507	4640000	5
PCa40507	8000000	1
PCa40507	1080000	13
PCa40507	18640000	1
PCa40507	1320000	5
PCa40507	2880000	2
PCa40507	5160000	1
PCa40507	14680000	1
PCa40507	19200000	1
PCa40507	4320000	1
PCa40507	720000	13
PCa40507	7960000	1
PCa40507	10360000	1
PCa40507	7120000	3
PCa40507	4040000	2
PCa40507	4360000	2
PCa40507	4600000	2
PCa40507	4400000	1
PCa40507	3840000	2
PCa40507	4520000	2
PCa40507	2480000	5
PCa40507	2760000	2
PCa40507	1160000	8
PCa40507	1560000	3
PCa40507	3880000	1
PCa40507	1960000	5
PCa40507	2680000	5
PCa40507	4560000	3
PCa40507	11400000	1
PCa40507	2280000	3
PCa40507	5880000	3
PCa40507	4920000	2
PCa40507	2560000	4
PCa40507	4680000	3
PCa40507	2600000	5
PCa40507	9320000	1
PCa40507	2120000	5
PCa40507	1800000	7
PCa40507	2920000	7
PCa40507	1880000	6
PCa40507	6280000	3
PCa40507	2640000	4
PCa40507	1640000	4
PCa40507	2360000	2
PCa40507	3200000	3
PCa40507	14640000	1
PCa40507	9720000	1
PCa40507	2320000	3
PCa40507	10280000	1
PCa40507	5360000	3
PCa40507	3640000	2
PCa40507	2160000	5
PCa40507	1920000	4
PCa40507	10520000	1
PCa40507	3320000	1
PCa40507	4120000	1
PCa40507	6480000	1
PCa40507	8880000	1
PCa40507	34320000	1
PCa40507	3480000	3
PCa40507	46480000	1
PCa40507	17560000	1
PCa40507	6960000	3
PCa40507	8960000	1
PCa40507	6240000	1
PCa40507	5600000	1
PCa40507	2080000	5
PCa40507	2800000	3
PCa40507	4480000	4
PCa40507	4280000	3
PCa40507	9600000	1
PCa40507	5000000	2
PCa40507	12400000	1
PCa40507	1720000	4
PCa40507	5920000	1
PCa40507	11200000	1
PCa40507	7360000	2
PCa40507	6440000	5
PCa40507	3680000	2
PCa40507	6760000	1
PCa40507	1840000	7
PCa40507	3400000	4
PCa40507	8680000	1
PCa40507	7520000	1
PCa40507	3600000	2
PCa40507	3160000	3
PCa40507	3360000	2
PCa40507	14560000	1
PCa40507	13720000	1
PCa40507	32320000	1
PCa40507	6120000	1
PCa40507	9640000	1
PCa40507	14120000	1
PCa40507	5240000	3
PCa40507	6880000	1
PCa40507	24600000	1
PCa40507	11240000	2
PCa40507	7600000	1
PCa40507	2960000	3
PCa40507	4840000	1
PCa40507	16640000	1
PCa40507	8560000	1
PCa40507	13120000	1
PCa40507	17320000	2
PCa40507	25440000	1
PCa40507	18720000	1
PCa40507	6520000	1
PCa40507	13560000	1
PCa40507	6000000	2
PCa40507	2200000	3
PCa40507	4080000	3
PCa40507	5080000	1
PCa40507	6920000	1
PCa40507	4240000	1
PCa40507	19280000	1
PCa40507	1400000	3
PCa40507	10480000	1
PCa40507	4760000	1
PCa40507	3920000	1
PCa40507	19720000	1
PCa40507	3960000	3
PCa40507	12160000	1
PCa40507	21640000	1
PCa40507	8480000	2
PCa40507	4200000	1
PCa40507	14280000	1
PCa40507	7200000	1
PCa40507	5120000	2
PCa40507	6200000	1
PCa40507	3040000	1
PCa40507	11080000	1
PCa40507	4440000	1
PCa40507	27720000	1
PCa40507	7880000	1
PCa40507	15280000	1
PCa40507	6160000	1
PCa40507	11440000	1
PCa40507	7680000	1
PCa40507	10320000	1
PCa40507	9520000	1
PCa40507	3440000	1
PCa40507	30320000	1
PCa51852	47240000	1
PCa51852	80000	673
PCa51852	40000	1584
PCa51852	120000	346
PCa51852	160000	206
PCa51852	1720000	11
PCa51852	6360000	3
PCa51852	5360000	1
PCa51852	520000	26
PCa51852	440000	32
PCa51852	400000	49
PCa51852	280000	74
PCa51852	760000	15
PCa51852	27000000	1
PCa51852	15640000	1
PCa51852	1680000	7
PCa51852	3480000	1
PCa51852	600000	20
PCa51852	240000	109
PCa51852	320000	58
PCa51852	27960000	1
PCa51852	1560000	4
PCa51852	4360000	2
PCa51852	1920000	6
PCa51852	3000000	6
PCa51852	4240000	1
PCa51852	6520000	3
PCa51852	920000	12
PCa51852	13720000	2
PCa51852	480000	36
PCa51852	16720000	1
PCa51852	5720000	2
PCa51852	200000	124
PCa51852	3560000	4
PCa51852	680000	18
PCa51852	9800000	1
PCa51852	960000	6
PCa51852	880000	10
PCa51852	6840000	1
PCa51852	1040000	8
PCa51852	1000000	9
PCa51852	640000	20
PCa51852	5480000	3
PCa51852	360000	49
PCa51852	2960000	8
PCa51852	9440000	1
PCa51852	3920000	6
PCa51852	2840000	2
PCa51852	5640000	2
PCa51852	6680000	3
PCa51852	5960000	1
PCa51852	2160000	4
PCa51852	11240000	3
PCa51852	10640000	1
PCa51852	800000	18
PCa51852	8320000	1
PCa51852	6040000	3
PCa51852	3120000	2
PCa51852	1160000	12
PCa51852	1840000	9
PCa51852	4320000	3
PCa51852	6560000	4
PCa51852	5520000	2
PCa51852	1760000	6
PCa51852	5920000	3
PCa51852	2440000	2
PCa51852	3600000	2
PCa51852	2240000	2
PCa51852	6160000	3
PCa51852	2480000	4
PCa51852	840000	13
PCa51852	7840000	1
PCa51852	9600000	1
PCa51852	5600000	2
PCa51852	8040000	1
PCa51852	8080000	1
PCa51852	2400000	4
PCa51852	4920000	3
PCa51852	2200000	2
PCa51852	7440000	1
PCa51852	1440000	3
PCa51852	3280000	1
PCa51852	1480000	3
PCa51852	2600000	5
PCa51852	37040000	1
PCa51852	5320000	2
PCa51852	5280000	2
PCa51852	27840000	1
PCa51852	7360000	1
PCa51852	8880000	1
PCa51852	10520000	1
PCa51852	19320000	1
PCa51852	4680000	3
PCa51852	5240000	3
PCa51852	3400000	3
PCa51852	1400000	6
PCa51852	5000000	3
PCa51852	2800000	3
PCa51852	1080000	5
PCa51852	1240000	7
PCa51852	2120000	1
PCa51852	1200000	9
PCa51852	4000000	1
PCa51852	2000000	4
PCa51852	2720000	3
PCa51852	3720000	1
PCa51852	11280000	1
PCa51852	560000	14
PCa51852	720000	11
PCa51852	3440000	4
PCa51852	2280000	6
PCa51852	4720000	1
PCa51852	1800000	5
PCa51852	5560000	3
PCa51852	3040000	5
PCa51852	1640000	3
PCa51852	3200000	5
PCa51852	1280000	7
PCa51852	2880000	5
PCa51852	8560000	1
PCa51852	2640000	4
PCa51852	15000000	2
PCa51852	3160000	3
PCa51852	12280000	1
PCa51852	9400000	1
PCa51852	4520000	1
PCa51852	11840000	1
PCa51852	18840000	1
PCa51852	3320000	3
PCa51852	8600000	1
PCa51852	2360000	2
PCa51852	9280000	1
PCa51852	4840000	1
PCa51852	1960000	4
PCa51852	34320000	1
PCa51852	49440000	1
PCa51852	23840000	1
PCa51852	5880000	2
PCa51852	17080000	2
PCa51852	6920000	1
PCa51852	10760000	1
PCa51852	5760000	1
PCa51852	17920000	1
PCa51852	5040000	1
PCa51852	4640000	1
PCa51852	12480000	1
PCa51852	15720000	1
PCa51852	4040000	3
PCa51852	7400000	1
PCa51852	2040000	2
PCa51852	2080000	4
PCa51852	4600000	1
PCa51852	7040000	3
PCa51852	6080000	2
PCa51852	15480000	1
PCa51852	7960000	1
PCa51852	5160000	2
PCa51852	8720000	1
PCa51852	12000000	1
PCa51852	4080000	1
PCa51852	32640000	1
PCa51852	39320000	1
PCa51852	1320000	4
PCa51852	10720000	1
PCa51852	13680000	1
PCa51852	24800000	1
PCa51852	4120000	1
